  Analyzer:  ;  PQM-710 (BR0070)  
  Recording start:   ;  2024-10-11 19:17:40.514  
  Recording stop:   ;  2024-10-11 19:32:42.026  
  Time:  ;  (UTC-6)  
  Flag:  ;
  E  - event  ;
  Ef - event (Fast stream data)  ;
  P  - PLL no synchronization  ;
  Pf - PLL no synchronization (Fast stream data)  ;
  G  - GPS no synchronization  ;
  Gf - GPS no synchronization (Fast stream data)  ;
  T  - time resynchronization  ;
  Tf - time resynchronization (Fast stream data)  ;
  A  - A/D overflow  ;
  Af - A/D overflow (Fast stream data)  ;

;;'E / Ef';'P / Pf';'G / Gf';'T / Tf';'A / Af';  Date        ;  Time (UTC-6)  ;  f L1 avg. 3 s [Hz]  ;  U L1 avg. 3 s [V]  ;  I *L1 avg. 3 s [A]  ;  I *L2 avg. 3 s [A]  
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:26:24.035  ;  60.00               ;  12.419             ;  0.57739             ;  0.20707             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:26:27.035  ;  60.00               ;  12.420             ;  0.57689             ;  0.20571             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:26:30.033  ;  60.00               ;  12.424             ;  0.57657             ;  0.20580             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:26:33.031  ;  60.01               ;  12.425             ;  0.57687             ;  0.20703             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:26:36.029  ;  60.01               ;  12.425             ;  0.57688             ;  0.20656             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:26:39.027  ;  60.01               ;  12.421             ;  0.57913             ;  0.20773             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:26:42.025  ;  60.03               ;  12.424             ;  0.57772             ;  0.20860             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:26:45.024  ;  60.04               ;  12.428             ;  0.57605             ;  0.20580             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:26:48.024  ;  60.04               ;  12.427             ;  0.57559             ;  0.20587             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:26:51.024  ;  60.03               ;  12.429             ;  0.57786             ;  0.20515             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:26:54.024  ;  60.01               ;  12.427             ;  0.57731             ;  0.20822             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:26:57.025  ;  60.01               ;  12.423             ;  0.57705             ;  0.20868             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:27:00.025  ;  60.01               ;  12.427             ;  0.57814             ;  0.20700             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:27:03.026  ;  59.99               ;  12.429             ;  0.57879             ;  0.20652             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:27:06.026  ;  59.99               ;  12.430             ;  0.57738             ;  0.20776             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:27:09.026  ;  59.99               ;  12.426             ;  0.57785             ;  0.20692             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:27:12.026  ;  59.99               ;  12.427             ;  0.57716             ;  0.20799             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:27:15.025  ;  59.99               ;  12.427             ;  0.57854             ;  0.20765             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:27:18.023  ;  59.99               ;  12.429             ;  0.57668             ;  0.20527             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:27:21.021  ;  60.01               ;  12.427             ;  0.57647             ;  0.20503             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:27:24.020  ;  60.02               ;  12.426             ;  0.57620             ;  0.20667             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:27:27.019  ;  60.02               ;  12.425             ;  0.57639             ;  0.20512             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:27:30.019  ;  60.02               ;  12.426             ;  0.57524             ;  0.20751             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:27:33.019  ;  60.02               ;  12.424             ;  0.57458             ;  0.20643             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:27:36.018  ;  60.02               ;  12.428             ;  0.57543             ;  0.20694             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:27:39.017  ;  60.02               ;  12.422             ;  0.57694             ;  0.20638             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:27:42.016  ;  60.01               ;  12.426             ;  0.57530             ;  0.20538             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:27:45.015  ;  60.01               ;  12.425             ;  0.57595             ;  0.20908             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:27:48.015  ;  60.01               ;  12.422             ;  0.57703             ;  0.20794             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:27:51.015  ;  60.01               ;  12.425             ;  0.57569             ;  0.20784             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:27:54.015  ;  60.01               ;  12.429             ;  0.57556             ;  0.20662             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:27:57.014  ;  60.01               ;  12.431             ;  0.57515             ;  0.20779             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:28:00.014  ;  60.01               ;  12.433             ;  0.57526             ;  0.20873             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:28:03.013  ;  60.00               ;  12.432             ;  0.57296             ;  0.20743             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:28:06.012  ;  60.00               ;  12.428             ;  0.57388             ;  0.20932             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:28:09.011  ;  60.00               ;  12.422             ;  0.57735             ;  0.20608             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:28:12.011  ;  60.01               ;  12.425             ;  0.57649             ;  0.20733             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:28:15.010  ;  60.02               ;  12.426             ;  0.57640             ;  0.20846             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:28:18.010  ;  60.02               ;  12.423             ;  0.57545             ;  0.20479             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:28:21.010  ;  60.01               ;  12.421             ;  0.57489             ;  0.20697             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:28:24.011  ;  60.00               ;  12.421             ;  0.57630             ;  0.20492             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:28:27.012  ;  60.00               ;  12.422             ;  0.57654             ;  0.20662             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:28:30.014  ;  60.00               ;  12.423             ;  0.57476             ;  0.20805             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:28:33.016  ;  59.98               ;  12.421             ;  0.57455             ;  0.20537             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:28:36.017  ;  59.98               ;  12.425             ;  0.57575             ;  0.20774             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:28:39.019  ;  59.98               ;  12.420             ;  0.57363             ;  0.20862             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:28:42.020  ;  59.97               ;  12.422             ;  0.57421             ;  0.20521             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:28:45.022  ;  59.97               ;  12.421             ;  0.57644             ;  0.20649             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:28:48.023  ;  59.97               ;  12.420             ;  0.57800             ;  0.20582             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:28:51.024  ;  59.97               ;  12.421             ;  0.57613             ;  0.20651             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:28:54.026  ;  59.97               ;  12.421             ;  0.57593             ;  0.20562             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:28:57.028  ;  59.97               ;  12.422             ;  0.57501             ;  0.20919             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:29:00.029  ;  59.97               ;  12.424             ;  0.57530             ;  0.20707             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:29:03.030  ;  59.97               ;  12.425             ;  0.57605             ;  0.20470             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:29:06.031  ;  59.97               ;  12.422             ;  0.57548             ;  0.20419             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:29:09.032  ;  59.97               ;  12.421             ;  0.57607             ;  0.20462             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:29:12.034  ;  59.98               ;  12.418             ;  0.57429             ;  0.20287             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:29:15.035  ;  59.98               ;  12.419             ;  0.57399             ;  0.20682             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:29:18.036  ;  59.98               ;  12.420             ;  0.57376             ;  0.20663             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:29:21.037  ;  59.98               ;  12.417             ;  0.57362             ;  0.20481             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:29:24.037  ;  59.98               ;  12.420             ;  0.57535             ;  0.20525             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:29:27.038  ;  59.98               ;  12.418             ;  0.57524             ;  0.20625             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:29:30.039  ;  59.98               ;  12.419             ;  0.57412             ;  0.20527             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:29:33.039  ;  59.98               ;  12.422             ;  0.57449             ;  0.20609             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:29:36.040  ;  59.98               ;  12.423             ;  0.57569             ;  0.20598             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:29:39.040  ;  59.98               ;  12.421             ;  0.57429             ;  0.20533             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:29:42.040  ;  59.99               ;  12.418             ;  0.57550             ;  0.20490             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:29:45.039  ;  59.99               ;  12.420             ;  0.57339             ;  0.20512             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:29:48.038  ;  59.99               ;  12.415             ;  0.57408             ;  0.20551             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:29:51.037  ;  60.00               ;  12.412             ;  0.57395             ;  0.20429             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:29:54.036  ;  60.01               ;  12.419             ;  0.57366             ;  0.20608             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:29:57.036  ;  60.01               ;  12.413             ;  0.57457             ;  0.20415             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:30:00.035  ;  60.01               ;  12.416             ;  0.57617             ;  0.20667             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:30:03.000  ;  60.02               ;  12.408             ;  0.57361             ;  0.20506             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:30:06.000  ;  60.02               ;  12.409             ;  0.57352             ;  0.20543             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:30:09.000  ;  60.02               ;  12.406             ;  0.57269             ;  0.20667             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:30:12.000  ;  60.01               ;  12.406             ;  0.57418             ;  0.20602             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:30:14.999  ;  60.00               ;  12.412             ;  0.57605             ;  0.20677             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:30:17.999  ;  60.00               ;  12.417             ;  0.57665             ;  0.20487             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:30:20.998  ;  60.00               ;  12.417             ;  0.57512             ;  0.20467             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:30:23.997  ;  60.01               ;  12.419             ;  0.57413             ;  0.20698             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:30:26.997  ;  60.01               ;  12.415             ;  0.57461             ;  0.20689             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:30:29.997  ;  60.01               ;  12.416             ;  0.57551             ;  0.20576             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:30:32.996  ;  60.01               ;  12.416             ;  0.57485             ;  0.20604             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:30:35.995  ;  60.01               ;  12.417             ;  0.57330             ;  0.20346             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:30:38.994  ;  60.01               ;  12.413             ;  0.57440             ;  0.20408             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:30:41.993  ;  60.01               ;  12.418             ;  0.57442             ;  0.20682             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:30:44.992  ;  60.01               ;  12.415             ;  0.57387             ;  0.20550             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:30:47.992  ;  60.01               ;  12.417             ;  0.57421             ;  0.20722             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:30:50.992  ;  60.01               ;  12.418             ;  0.57375             ;  0.20647             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:30:53.992  ;  60.01               ;  12.418             ;  0.57470             ;  0.20703             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:30:56.992  ;  60.01               ;  12.415             ;  0.57402             ;  0.20387             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:30:59.993  ;  60.01               ;  12.414             ;  0.57434             ;  0.20556             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:31:02.994  ;  59.99               ;  12.410             ;  0.57508             ;  0.20519             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:31:05.995  ;  59.99               ;  12.408             ;  0.57431             ;  0.20432             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:31:08.996  ;  59.99               ;  12.408             ;  0.57540             ;  0.20542             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:31:11.998  ;  59.98               ;  12.407             ;  0.57302             ;  0.20513             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:31:14.999  ;  59.97               ;  12.406             ;  0.57422             ;  0.20593             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:31:18.001  ;  59.97               ;  12.410             ;  0.57526             ;  0.20339             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:31:21.002  ;  59.97               ;  12.411             ;  0.57361             ;  0.20756             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:31:24.003  ;  59.97               ;  12.409             ;  0.57470             ;  0.20715             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:31:27.004  ;  59.97               ;  12.404             ;  0.57694             ;  0.20492             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:31:30.006  ;  59.97               ;  12.402             ;  0.57607             ;  0.20557             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:31:33.007  ;  59.97               ;  12.402             ;  0.57529             ;  0.20507             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:31:36.008  ;  59.97               ;  12.403             ;  0.57309             ;  0.20607             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:31:39.009  ;  59.97               ;  12.401             ;  0.57336             ;  0.20453             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:31:42.010  ;  59.97               ;  12.403             ;  0.57481             ;  0.20483             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:31:45.011  ;  59.98               ;  12.403             ;  0.57398             ;  0.20685             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:31:48.012  ;  59.98               ;  12.406             ;  0.57683             ;  0.20591             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:31:51.012  ;  59.98               ;  12.408             ;  0.57592             ;  0.20525             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:31:54.013  ;  59.98               ;  12.404             ;  0.57706             ;  0.20507             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:31:57.014  ;  59.98               ;  12.402             ;  0.57703             ;  0.20645             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:32:00.015  ;  59.98               ;  12.403             ;  0.57494             ;  0.20695             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:32:03.016  ;  59.98               ;  12.406             ;  0.57532             ;  0.20559             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:32:06.016  ;  59.98               ;  12.408             ;  0.57641             ;  0.20554             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:32:09.016  ;  59.98               ;  12.404             ;  0.57648             ;  0.20575             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:32:12.017  ;  59.99               ;  12.404             ;  0.57595             ;  0.20786             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:32:15.018  ;  59.99               ;  12.407             ;  0.57564             ;  0.20540             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:32:18.019  ;  59.99               ;  12.408             ;  0.57520             ;  0.20635             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:32:21.019  ;  59.99               ;  12.409             ;  0.57663             ;  0.20524             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:32:24.020  ;  59.98               ;  12.409             ;  0.57765             ;  0.20693             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:32:27.022  ;  59.98               ;  12.408             ;  0.57825             ;  0.20641             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:32:30.023  ;  59.98               ;  12.408             ;  0.57716             ;  0.20455             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:32:33.024  ;  59.98               ;  12.407             ;  0.57732             ;  0.20568             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:32:36.025  ;  59.98               ;  12.403             ;  0.57896             ;  0.20758             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:32:39.026  ;  59.98               ;  12.398             ;  0.57836             ;  0.20703             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  19:32:42.026  ;  59.98               ;  12.401             ;  0.57788             ;  0.20588             
