  Analyzer:  ;  PQM-710 (BR0070)  
  Recording start:   ;  2024-10-22 18:36:04.555  
  Recording stop:   ;  2024-10-22 18:51:02.986  
  Time:  ;  (UTC-6)  
  Flag:  ;
  E  - event  ;
  Ef - event (Fast stream data)  ;
  P  - PLL no synchronization  ;
  Pf - PLL no synchronization (Fast stream data)  ;
  G  - GPS no synchronization  ;
  Gf - GPS no synchronization (Fast stream data)  ;
  T  - time resynchronization  ;
  Tf - time resynchronization (Fast stream data)  ;
  A  - A/D overflow  ;
  Af - A/D overflow (Fast stream data)  ;

;;'E / Ef';'P / Pf';'G / Gf';'T / Tf';'A / Af';  Date        ;  Time (UTC-6)  ;  f L1 avg. 3 s [Hz]  ;  U L1 avg. 3 s [V]  ;  I *L1 avg. 3 s [A]  ;  I *L2 avg. 3 s [A]  
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:36:34.553  ;  59.99               ;  12.441             ;  0.66047             ;  0.35986             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:36:37.553  ;  59.99               ;  12.445             ;  0.66138             ;  0.35966             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:36:40.553  ;  59.99               ;  12.446             ;  0.65849             ;  0.36030             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:36:43.552  ;  59.99               ;  12.447             ;  0.65890             ;  0.36062             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:36:46.550  ;  59.99               ;  12.452             ;  0.65774             ;  0.36234             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:36:49.548  ;  59.99               ;  12.449             ;  0.65774             ;  0.36063             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:36:52.546  ;  60.02               ;  12.448             ;  0.66021             ;  0.36152             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:36:55.545  ;  60.03               ;  12.446             ;  0.65822             ;  0.35997             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:36:58.542  ;  60.03               ;  12.447             ;  0.65983             ;  0.36225             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:37:01.540  ;  60.03               ;  12.449             ;  0.66098             ;  0.35853             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:37:04.538  ;  60.04               ;  12.447             ;  0.65921             ;  0.35992             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:37:07.536  ;  60.04               ;  12.448             ;  0.65901             ;  0.36049             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:37:10.535  ;  60.04               ;  12.446             ;  0.66002             ;  0.36009             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:37:13.533  ;  60.04               ;  12.444             ;  0.66248             ;  0.36006             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:37:16.532  ;  60.04               ;  12.445             ;  0.66171             ;  0.35936             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:37:19.531  ;  60.04               ;  12.447             ;  0.66038             ;  0.35977             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:37:22.530  ;  60.03               ;  12.446             ;  0.65927             ;  0.35976             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:37:25.529  ;  60.03               ;  12.449             ;  0.66122             ;  0.36141             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:37:28.528  ;  60.03               ;  12.448             ;  0.65823             ;  0.36019             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:37:31.527  ;  60.02               ;  12.452             ;  0.66165             ;  0.35935             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:37:34.525  ;  60.02               ;  12.454             ;  0.66244             ;  0.35926             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:37:37.523  ;  60.02               ;  12.453             ;  0.66205             ;  0.36078             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:37:40.521  ;  60.02               ;  12.453             ;  0.66268             ;  0.35948             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:37:43.519  ;  60.04               ;  12.452             ;  0.65949             ;  0.36228             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:37:46.517  ;  60.04               ;  12.455             ;  0.65702             ;  0.36154             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:37:49.515  ;  60.04               ;  12.455             ;  0.65759             ;  0.36082             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:37:52.513  ;  60.04               ;  12.454             ;  0.65615             ;  0.35967             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:37:55.511  ;  60.04               ;  12.455             ;  0.65827             ;  0.36066             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:37:58.509  ;  60.04               ;  12.437             ;  0.65329             ;  0.35926             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:38:01.507  ;  60.04               ;  12.449             ;  0.65828             ;  0.35971             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:38:04.506  ;  60.04               ;  12.447             ;  0.65707             ;  0.36065             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:38:07.504  ;  60.04               ;  12.445             ;  0.65645             ;  0.36160             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:38:10.503  ;  60.04               ;  12.443             ;  0.65717             ;  0.36005             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:38:13.502  ;  60.03               ;  12.445             ;  0.65724             ;  0.36043             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:38:16.502  ;  60.03               ;  12.443             ;  0.65878             ;  0.36097             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:38:19.502  ;  60.03               ;  12.447             ;  0.65979             ;  0.36241             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:38:22.503  ;  60.01               ;  12.446             ;  0.65792             ;  0.36274             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:38:25.503  ;  60.00               ;  12.451             ;  0.65665             ;  0.36256             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:38:28.503  ;  60.00               ;  12.450             ;  0.65745             ;  0.36400             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:38:31.504  ;  60.00               ;  12.452             ;  0.65697             ;  0.36207             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:38:34.505  ;  59.99               ;  12.448             ;  0.65618             ;  0.36236             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:38:37.505  ;  59.99               ;  12.447             ;  0.65395             ;  0.36278             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:38:40.506  ;  59.99               ;  12.449             ;  0.65801             ;  0.36308             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:38:43.506  ;  59.99               ;  12.447             ;  0.65655             ;  0.36330             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:38:46.507  ;  59.99               ;  12.448             ;  0.65607             ;  0.36058             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:38:49.508  ;  59.99               ;  12.448             ;  0.65695             ;  0.36255             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:38:52.508  ;  59.99               ;  12.450             ;  0.65815             ;  0.36421             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:38:55.507  ;  59.99               ;  12.450             ;  0.65584             ;  0.36243             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:38:58.506  ;  59.99               ;  12.447             ;  0.65532             ;  0.36034             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:39:01.505  ;  60.00               ;  12.447             ;  0.65618             ;  0.36245             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:39:04.504  ;  60.01               ;  12.452             ;  0.65803             ;  0.36335             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:39:07.502  ;  60.01               ;  12.456             ;  0.65910             ;  0.36209             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:39:10.500  ;  60.01               ;  12.453             ;  0.65850             ;  0.36257             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:39:13.499  ;  60.03               ;  12.448             ;  0.65664             ;  0.35978             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:39:16.498  ;  60.03               ;  12.450             ;  0.65775             ;  0.36100             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:39:19.497  ;  60.03               ;  12.449             ;  0.65718             ;  0.36070             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:39:22.497  ;  60.02               ;  12.449             ;  0.65862             ;  0.36186             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:39:25.495  ;  60.02               ;  12.441             ;  0.65801             ;  0.35945             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:39:28.494  ;  60.02               ;  12.441             ;  0.65747             ;  0.35912             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:39:31.493  ;  60.02               ;  12.440             ;  0.65848             ;  0.36086             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:39:34.491  ;  60.02               ;  12.439             ;  0.65778             ;  0.36295             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:39:37.490  ;  60.02               ;  12.438             ;  0.65879             ;  0.36184             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:39:40.488  ;  60.02               ;  12.437             ;  0.65953             ;  0.35989             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:39:43.486  ;  60.03               ;  12.439             ;  0.66135             ;  0.35994             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:39:46.484  ;  60.03               ;  12.443             ;  0.65895             ;  0.36065             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:39:49.482  ;  60.03               ;  12.447             ;  0.65834             ;  0.36031             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:39:52.480  ;  60.04               ;  12.444             ;  0.65803             ;  0.35766             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:39:55.477  ;  60.04               ;  12.445             ;  0.65701             ;  0.36011             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:39:58.475  ;  60.04               ;  12.435             ;  0.65429             ;  0.35800             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:40:01.399  ;  60.04               ;  12.436             ;  0.65598             ;  0.35607             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:40:02.999  ;  60.05               ;  12.434             ;  0.65678             ;  0.35708             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:40:05.997  ;  60.05               ;  12.442             ;  0.65955             ;  0.35837             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:40:08.996  ;  60.05               ;  12.440             ;  0.65934             ;  0.36256             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:40:11.993  ;  60.04               ;  12.440             ;  0.65616             ;  0.35893             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:40:14.991  ;  60.03               ;  12.441             ;  0.65795             ;  0.36137             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:40:17.988  ;  60.03               ;  12.440             ;  0.65626             ;  0.35875             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:40:20.986  ;  60.04               ;  12.442             ;  0.65719             ;  0.36146             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:40:23.984  ;  60.04               ;  12.448             ;  0.65762             ;  0.35908             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:40:26.982  ;  60.04               ;  12.453             ;  0.65937             ;  0.36273             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:40:29.980  ;  60.04               ;  12.452             ;  0.65840             ;  0.35984             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:40:32.978  ;  60.04               ;  12.454             ;  0.65886             ;  0.36032             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:40:35.976  ;  60.04               ;  12.457             ;  0.65855             ;  0.36169             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:40:38.973  ;  60.04               ;  12.458             ;  0.66041             ;  0.36104             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:40:41.971  ;  60.04               ;  12.460             ;  0.65951             ;  0.35965             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:40:44.968  ;  60.04               ;  12.458             ;  0.65957             ;  0.35831             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:40:47.966  ;  60.04               ;  12.453             ;  0.65847             ;  0.36194             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:40:50.964  ;  60.04               ;  12.452             ;  0.65849             ;  0.36024             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:40:53.962  ;  60.04               ;  12.456             ;  0.65893             ;  0.36002             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:40:56.959  ;  60.04               ;  12.461             ;  0.65957             ;  0.35970             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:40:59.957  ;  60.04               ;  12.463             ;  0.65862             ;  0.36042             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:41:02.955  ;  60.05               ;  12.464             ;  0.65844             ;  0.36273             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:41:05.953  ;  60.05               ;  12.465             ;  0.65768             ;  0.36107             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:41:08.951  ;  60.05               ;  12.464             ;  0.65964             ;  0.36170             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:41:11.950  ;  60.04               ;  12.463             ;  0.65932             ;  0.36154             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:41:14.948  ;  60.04               ;  12.458             ;  0.65770             ;  0.36120             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:41:17.946  ;  60.04               ;  12.453             ;  0.65706             ;  0.36022             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:41:20.945  ;  60.03               ;  12.456             ;  0.65680             ;  0.36083             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:41:23.944  ;  60.03               ;  12.453             ;  0.65492             ;  0.36268             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:41:26.943  ;  60.03               ;  12.454             ;  0.65601             ;  0.36169             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:41:29.941  ;  60.03               ;  12.457             ;  0.65725             ;  0.36145             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:41:32.939  ;  60.02               ;  12.459             ;  0.65834             ;  0.36068             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:41:35.938  ;  60.02               ;  12.458             ;  0.65831             ;  0.36042             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:41:38.937  ;  60.02               ;  12.458             ;  0.65749             ;  0.35962             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:41:41.936  ;  60.03               ;  12.459             ;  0.65819             ;  0.36110             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:41:44.935  ;  60.03               ;  12.458             ;  0.65742             ;  0.36279             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:41:47.934  ;  60.03               ;  12.459             ;  0.65862             ;  0.36100             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:41:50.933  ;  60.03               ;  12.453             ;  0.65977             ;  0.35988             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:41:53.932  ;  60.02               ;  12.457             ;  0.65881             ;  0.36038             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:41:56.931  ;  60.02               ;  12.452             ;  0.65900             ;  0.35969             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:41:59.931  ;  60.02               ;  12.459             ;  0.65857             ;  0.35935             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:42:02.932  ;  60.01               ;  12.457             ;  0.65806             ;  0.36215             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:42:05.932  ;  60.01               ;  12.460             ;  0.65728             ;  0.36098             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:42:08.932  ;  60.01               ;  12.461             ;  0.65893             ;  0.36025             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:42:11.932  ;  60.00               ;  12.462             ;  0.65821             ;  0.36214             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:42:14.932  ;  59.99               ;  12.462             ;  0.65981             ;  0.35918             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:42:17.931  ;  59.99               ;  12.458             ;  0.65981             ;  0.35931             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:42:20.931  ;  60.00               ;  12.459             ;  0.65843             ;  0.36183             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:42:23.931  ;  60.00               ;  12.461             ;  0.65901             ;  0.36124             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:42:26.931  ;  60.00               ;  12.460             ;  0.65935             ;  0.36183             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:42:29.932  ;  60.00               ;  12.458             ;  0.66043             ;  0.36227             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:42:32.931  ;  60.00               ;  12.454             ;  0.66009             ;  0.36070             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:42:35.931  ;  60.00               ;  12.458             ;  0.66057             ;  0.36155             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:42:38.930  ;  60.00               ;  12.461             ;  0.65946             ;  0.36065             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:42:41.929  ;  60.01               ;  12.452             ;  0.65848             ;  0.36009             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:42:44.927  ;  60.01               ;  12.459             ;  0.65750             ;  0.36238             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:42:47.925  ;  60.01               ;  12.458             ;  0.65680             ;  0.36110             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:42:50.924  ;  60.02               ;  12.457             ;  0.65668             ;  0.36121             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:42:53.923  ;  60.03               ;  12.454             ;  0.65810             ;  0.36099             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:42:56.923  ;  60.03               ;  12.457             ;  0.65719             ;  0.35937             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:42:59.923  ;  60.03               ;  12.456             ;  0.65889             ;  0.35921             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:43:02.923  ;  60.01               ;  12.458             ;  0.66071             ;  0.35955             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:43:05.923  ;  60.01               ;  12.455             ;  0.65802             ;  0.36220             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:43:08.923  ;  60.01               ;  12.456             ;  0.65933             ;  0.36148             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:43:11.923  ;  60.00               ;  12.454             ;  0.65855             ;  0.35956             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:43:14.924  ;  60.00               ;  12.454             ;  0.66199             ;  0.36133             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:43:17.925  ;  60.00               ;  12.451             ;  0.66117             ;  0.36125             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:43:20.926  ;  59.99               ;  12.452             ;  0.65937             ;  0.36079             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:43:23.927  ;  59.98               ;  12.452             ;  0.66116             ;  0.36105             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:43:26.929  ;  59.98               ;  12.456             ;  0.66134             ;  0.36299             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:43:29.930  ;  59.98               ;  12.455             ;  0.66014             ;  0.36183             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:43:32.931  ;  59.97               ;  12.453             ;  0.65980             ;  0.36333             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:43:35.932  ;  59.97               ;  12.457             ;  0.65851             ;  0.36080             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:43:38.933  ;  59.97               ;  12.460             ;  0.65922             ;  0.36349             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:43:41.933  ;  59.98               ;  12.455             ;  0.65821             ;  0.36002             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:43:44.933  ;  59.98               ;  12.453             ;  0.65766             ;  0.36087             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:43:47.933  ;  59.98               ;  12.449             ;  0.65864             ;  0.36147             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:43:50.933  ;  59.99               ;  12.451             ;  0.66088             ;  0.36153             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:43:53.934  ;  59.99               ;  12.456             ;  0.65875             ;  0.36115             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:43:56.935  ;  59.99               ;  12.456             ;  0.65730             ;  0.36079             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:43:59.935  ;  59.99               ;  12.459             ;  0.65965             ;  0.36279             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:44:02.936  ;  59.99               ;  12.458             ;  0.65840             ;  0.36169             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:44:05.936  ;  59.99               ;  12.461             ;  0.65999             ;  0.36142             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:44:08.936  ;  59.99               ;  12.460             ;  0.65947             ;  0.36375             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:44:11.936  ;  59.99               ;  12.461             ;  0.66047             ;  0.36368             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:44:14.936  ;  59.99               ;  12.459             ;  0.65735             ;  0.36338             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:44:17.937  ;  59.99               ;  12.458             ;  0.65649             ;  0.36192             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:44:20.937  ;  59.99               ;  12.461             ;  0.65773             ;  0.36408             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:44:23.938  ;  60.00               ;  12.460             ;  0.65855             ;  0.36399             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:44:26.938  ;  60.00               ;  12.460             ;  0.65728             ;  0.36358             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:44:29.938  ;  60.00               ;  12.463             ;  0.65936             ;  0.36390             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:44:32.937  ;  59.99               ;  12.468             ;  0.65770             ;  0.36553             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:44:35.937  ;  59.99               ;  12.465             ;  0.65847             ;  0.36474             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:44:38.937  ;  59.99               ;  12.467             ;  0.65755             ;  0.36321             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:44:41.936  ;  60.00               ;  12.467             ;  0.65883             ;  0.36505             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:44:44.936  ;  60.01               ;  12.464             ;  0.65876             ;  0.36294             
