  Analyzer:  ;  PQM-710 (BR0070)  
  Recording start:   ;  2024-10-22 18:36:04.555  
  Recording stop:   ;  2024-10-22 18:51:02.986  
  Time:  ;  (UTC-6)  
  Flag:  ;
  E  - event  ;
  Ef - event (Fast stream data)  ;
  P  - PLL no synchronization  ;
  Pf - PLL no synchronization (Fast stream data)  ;
  G  - GPS no synchronization  ;
  Gf - GPS no synchronization (Fast stream data)  ;
  T  - time resynchronization  ;
  Tf - time resynchronization (Fast stream data)  ;
  A  - A/D overflow  ;
  Af - A/D overflow (Fast stream data)  ;

;;'E / Ef';'P / Pf';'G / Gf';'T / Tf';'A / Af';  Date        ;  Time (UTC-6)  ;  f L1 avg. 3 s [Hz]  ;  U L1 avg. 3 s [V]  ;  I *L1 avg. 3 s [A]  ;  I *L2 avg. 3 s [A]  
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:44:47.936  ;  60.01               ;  12.470             ;  0.65939             ;  0.36315             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:44:50.936  ;  60.00               ;  12.469             ;  0.65713             ;  0.36521             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:44:53.934  ;  60.00               ;  12.469             ;  0.65814             ;  0.36363             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:44:56.933  ;  60.00               ;  12.465             ;  0.65766             ;  0.36577             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:44:59.932  ;  60.00               ;  12.463             ;  0.65765             ;  0.36337             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:45:02.931  ;  60.02               ;  12.463             ;  0.65743             ;  0.36241             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:45:05.930  ;  60.02               ;  12.462             ;  0.65771             ;  0.36217             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:45:08.930  ;  60.02               ;  12.460             ;  0.65979             ;  0.36469             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:45:11.929  ;  60.01               ;  12.461             ;  0.65815             ;  0.36291             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:45:14.929  ;  60.01               ;  12.459             ;  0.65855             ;  0.36288             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:45:17.929  ;  60.01               ;  12.459             ;  0.65878             ;  0.36222             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:45:20.928  ;  60.01               ;  12.458             ;  0.65798             ;  0.36190             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:45:23.928  ;  60.01               ;  12.459             ;  0.65773             ;  0.36266             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:45:26.927  ;  60.01               ;  12.459             ;  0.65762             ;  0.36376             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:45:29.927  ;  60.01               ;  12.460             ;  0.65764             ;  0.36285             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:45:32.926  ;  60.01               ;  12.462             ;  0.65818             ;  0.36377             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:45:35.926  ;  60.01               ;  12.460             ;  0.65840             ;  0.36240             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:45:38.926  ;  60.01               ;  12.460             ;  0.66137             ;  0.36266             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:45:41.926  ;  60.01               ;  12.460             ;  0.65798             ;  0.36359             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:45:44.926  ;  60.00               ;  12.455             ;  0.65827             ;  0.36368             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:45:47.927  ;  60.00               ;  12.461             ;  0.65637             ;  0.36492             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:45:50.929  ;  60.00               ;  12.458             ;  0.65678             ;  0.36361             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:45:53.929  ;  59.99               ;  12.465             ;  0.65647             ;  0.36567             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:45:56.930  ;  59.99               ;  12.466             ;  0.65577             ;  0.36234             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:45:59.930  ;  59.99               ;  12.475             ;  0.65958             ;  0.36477             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:46:02.930  ;  59.99               ;  12.472             ;  0.65860             ;  0.36518             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:46:05.930  ;  59.99               ;  12.471             ;  0.65654             ;  0.36439             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:46:08.930  ;  59.99               ;  12.470             ;  0.65502             ;  0.36226             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:46:11.929  ;  60.00               ;  12.466             ;  0.65688             ;  0.36227             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:46:14.929  ;  60.00               ;  12.466             ;  0.65772             ;  0.36374             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:46:17.930  ;  60.00               ;  12.470             ;  0.65794             ;  0.36458             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:46:20.930  ;  60.00               ;  12.471             ;  0.66007             ;  0.36397             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:46:23.930  ;  60.00               ;  12.474             ;  0.65744             ;  0.36631             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:46:26.930  ;  60.00               ;  12.473             ;  0.65822             ;  0.36340             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:46:29.931  ;  60.00               ;  12.469             ;  0.65741             ;  0.36325             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:46:32.932  ;  59.99               ;  12.472             ;  0.65822             ;  0.36372             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:46:35.932  ;  59.99               ;  12.471             ;  0.65764             ;  0.36356             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:46:38.932  ;  59.99               ;  12.464             ;  0.65649             ;  0.35993             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:46:41.931  ;  59.99               ;  12.472             ;  0.65692             ;  0.36215             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:46:44.931  ;  60.00               ;  12.467             ;  0.65807             ;  0.36417             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:46:47.930  ;  60.00               ;  12.468             ;  0.65851             ;  0.36278             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:46:50.931  ;  60.00               ;  12.463             ;  0.65785             ;  0.36322             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:46:53.932  ;  60.00               ;  12.464             ;  0.65863             ;  0.36191             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:46:56.933  ;  60.00               ;  12.463             ;  0.65592             ;  0.36488             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:46:59.934  ;  60.00               ;  12.463             ;  0.65649             ;  0.36171             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:47:02.935  ;  59.98               ;  12.462             ;  0.65776             ;  0.35993             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:47:05.935  ;  59.98               ;  12.465             ;  0.65684             ;  0.36155             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:47:08.935  ;  59.98               ;  12.467             ;  0.65968             ;  0.36128             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:47:11.935  ;  59.99               ;  12.463             ;  0.65770             ;  0.36014             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:47:14.934  ;  59.99               ;  12.460             ;  0.65902             ;  0.35931             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:47:17.933  ;  59.99               ;  12.461             ;  0.65839             ;  0.36006             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:47:20.932  ;  60.00               ;  12.464             ;  0.65901             ;  0.36133             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:47:23.930  ;  60.02               ;  12.458             ;  0.65854             ;  0.36208             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:47:26.929  ;  60.02               ;  12.461             ;  0.65835             ;  0.36009             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:47:29.927  ;  60.02               ;  12.450             ;  0.65775             ;  0.36027             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:47:32.926  ;  60.03               ;  12.456             ;  0.65909             ;  0.35775             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:47:35.924  ;  60.03               ;  12.457             ;  0.65594             ;  0.36039             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:47:38.923  ;  60.03               ;  12.457             ;  0.65821             ;  0.36159             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:47:41.922  ;  60.03               ;  12.453             ;  0.65874             ;  0.35874             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:47:44.922  ;  60.03               ;  12.451             ;  0.65887             ;  0.36094             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:47:47.921  ;  60.03               ;  12.452             ;  0.65872             ;  0.35829             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:47:50.921  ;  60.02               ;  12.455             ;  0.65756             ;  0.35954             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:47:53.920  ;  60.01               ;  12.455             ;  0.65869             ;  0.36122             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:47:56.920  ;  60.01               ;  12.454             ;  0.65639             ;  0.36037             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:47:59.920  ;  60.01               ;  12.453             ;  0.65670             ;  0.35712             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:48:02.921  ;  60.00               ;  12.456             ;  0.65695             ;  0.35628             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:48:05.921  ;  60.00               ;  12.456             ;  0.65660             ;  0.35831             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:48:08.922  ;  60.00               ;  12.455             ;  0.65465             ;  0.35680             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:48:11.922  ;  59.99               ;  12.453             ;  0.65593             ;  0.35489             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:48:14.922  ;  59.99               ;  12.458             ;  0.65710             ;  0.35817             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:48:17.922  ;  59.99               ;  12.454             ;  0.65633             ;  0.35754             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:48:20.922  ;  59.99               ;  12.458             ;  0.65661             ;  0.35940             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:48:23.921  ;  59.99               ;  12.457             ;  0.65597             ;  0.35714             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:48:26.920  ;  59.99               ;  12.458             ;  0.65671             ;  0.35742             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:48:29.919  ;  59.99               ;  12.457             ;  0.65718             ;  0.35603             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:48:32.918  ;  60.02               ;  12.459             ;  0.65680             ;  0.35592             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:48:35.917  ;  60.02               ;  12.459             ;  0.65801             ;  0.35792             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:48:38.917  ;  60.02               ;  12.458             ;  0.65779             ;  0.36015             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:48:41.917  ;  60.01               ;  12.456             ;  0.65696             ;  0.35789             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:48:44.916  ;  60.01               ;  12.450             ;  0.65506             ;  0.35560             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:48:47.915  ;  60.01               ;  12.452             ;  0.65394             ;  0.35728             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:48:50.914  ;  60.01               ;  12.458             ;  0.65748             ;  0.35865             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:48:53.913  ;  60.01               ;  12.455             ;  0.65768             ;  0.35563             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:48:56.912  ;  60.01               ;  12.452             ;  0.65602             ;  0.35661             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:48:59.911  ;  60.01               ;  12.451             ;  0.65859             ;  0.35812             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:49:02.911  ;  60.02               ;  12.455             ;  0.65806             ;  0.35637             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:49:05.910  ;  60.02               ;  12.455             ;  0.65712             ;  0.35907             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:49:08.909  ;  60.02               ;  12.456             ;  0.65720             ;  0.35739             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:49:11.908  ;  60.01               ;  12.464             ;  0.65648             ;  0.35666             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:49:14.906  ;  60.01               ;  12.463             ;  0.65837             ;  0.36021             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:49:17.903  ;  60.01               ;  12.462             ;  0.65698             ;  0.35884             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:49:20.901  ;  60.02               ;  12.455             ;  0.65544             ;  0.35708             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:49:23.900  ;  60.04               ;  12.448             ;  0.65453             ;  0.35894             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:49:26.899  ;  60.04               ;  12.449             ;  0.65684             ;  0.35794             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:49:29.899  ;  60.04               ;  12.446             ;  0.65635             ;  0.35512             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:49:32.899  ;  60.02               ;  12.446             ;  0.65715             ;  0.35708             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:49:35.898  ;  60.02               ;  12.449             ;  0.65646             ;  0.35682             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:49:38.897  ;  60.02               ;  12.448             ;  0.65522             ;  0.35717             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:49:41.896  ;  60.01               ;  12.448             ;  0.65639             ;  0.35880             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:49:44.894  ;  60.01               ;  12.450             ;  0.65665             ;  0.35660             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:49:47.893  ;  60.01               ;  12.443             ;  0.65587             ;  0.35945             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:49:50.891  ;  60.02               ;  12.444             ;  0.65498             ;  0.35901             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:49:53.890  ;  60.03               ;  12.444             ;  0.65616             ;  0.35950             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:49:56.888  ;  60.03               ;  12.443             ;  0.65478             ;  0.35808             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:49:59.886  ;  60.03               ;  12.448             ;  0.65432             ;  0.35904             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:50:02.798  ;  60.03               ;  12.446             ;  0.65431             ;  0.35854             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:50:02.998  ;  60.03               ;  12.447             ;  0.65484             ;  0.35818             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:50:05.996  ;  60.03               ;  12.450             ;  0.65744             ;  0.35806             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:50:08.995  ;  60.03               ;  12.451             ;  0.65807             ;  0.36069             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:50:11.994  ;  60.03               ;  12.448             ;  0.65626             ;  0.35976             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:50:14.994  ;  60.03               ;  12.453             ;  0.65614             ;  0.35934             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:50:17.993  ;  60.03               ;  12.445             ;  0.65554             ;  0.35859             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:50:20.992  ;  60.02               ;  12.448             ;  0.65665             ;  0.35572             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:50:23.992  ;  60.01               ;  12.445             ;  0.65707             ;  0.35639             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:50:26.992  ;  60.01               ;  12.442             ;  0.65513             ;  0.35800             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:50:29.992  ;  60.01               ;  12.440             ;  0.65273             ;  0.35897             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:50:32.993  ;  60.00               ;  12.442             ;  0.65486             ;  0.35745             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:50:35.993  ;  60.00               ;  12.446             ;  0.65612             ;  0.35905             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:50:38.993  ;  60.00               ;  12.443             ;  0.65764             ;  0.35758             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:50:41.993  ;  60.00               ;  12.446             ;  0.65794             ;  0.36045             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:50:44.992  ;  59.99               ;  12.442             ;  0.65690             ;  0.35884             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:50:47.991  ;  59.99               ;  12.445             ;  0.65601             ;  0.35757             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:50:50.990  ;  60.00               ;  12.444             ;  0.65631             ;  0.36091             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:50:53.989  ;  60.01               ;  12.442             ;  0.65681             ;  0.35901             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:50:56.988  ;  60.01               ;  12.442             ;  0.65770             ;  0.35881             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:50:59.988  ;  60.01               ;  12.442             ;  0.65660             ;  0.35947             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  18:51:02.987  ;  60.02               ;  12.442             ;  0.65426             ;  0.35804             
