  Analyzer:  ;  PQM-710 (BR0070)  
  Recording start:   ;  2024-10-22 19:07:04.787  
  Recording stop:   ;  2024-10-22 19:22:02.953  
  Time:  ;  (UTC-6)  
  Flag:  ;
  E  - event  ;
  Ef - event (Fast stream data)  ;
  P  - PLL no synchronization  ;
  Pf - PLL no synchronization (Fast stream data)  ;
  G  - GPS no synchronization  ;
  Gf - GPS no synchronization (Fast stream data)  ;
  T  - time resynchronization  ;
  Tf - time resynchronization (Fast stream data)  ;
  A  - A/D overflow  ;
  Af - A/D overflow (Fast stream data)  ;

;;'E / Ef';'P / Pf';'G / Gf';'T / Tf';'A / Af';  Date        ;  Time (UTC-6)  ;  f L1 avg. 3 s [Hz]  ;  U L1 avg. 3 s [V]  ;  I *L1 avg. 3 s [A]  ;  I *L2 avg. 3 s [A]  
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:14:23.997  ;  59.96               ;  12.391             ;  0.66207             ;  0.34923             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:14:26.997  ;  59.96               ;  12.393             ;  0.66228             ;  0.34746             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:14:29.997  ;  59.96               ;  12.394             ;  0.66078             ;  0.34539             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:14:32.996  ;  59.99               ;  12.394             ;  0.66127             ;  0.34757             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:14:35.995  ;  59.99               ;  12.391             ;  0.66164             ;  0.34689             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:14:38.994  ;  59.99               ;  12.389             ;  0.65998             ;  0.34738             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:14:41.993  ;  60.01               ;  12.394             ;  0.65909             ;  0.34619             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:14:44.991  ;  60.02               ;  12.394             ;  0.66164             ;  0.34482             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:14:47.989  ;  60.02               ;  12.392             ;  0.65907             ;  0.34562             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:14:50.988  ;  60.02               ;  12.394             ;  0.65852             ;  0.34840             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:14:53.987  ;  60.03               ;  12.390             ;  0.65849             ;  0.34825             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:14:56.986  ;  60.03               ;  12.392             ;  0.65919             ;  0.34750             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:14:59.985  ;  60.03               ;  12.391             ;  0.66111             ;  0.34617             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:15:02.984  ;  60.02               ;  12.390             ;  0.66077             ;  0.34721             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:15:05.983  ;  60.02               ;  12.389             ;  0.66004             ;  0.34570             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:15:08.982  ;  60.02               ;  12.388             ;  0.66305             ;  0.34510             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:15:11.981  ;  60.02               ;  12.392             ;  0.66094             ;  0.34537             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:15:14.980  ;  60.02               ;  12.389             ;  0.65883             ;  0.34567             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:15:17.979  ;  60.02               ;  12.390             ;  0.65860             ;  0.34722             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:15:20.978  ;  60.02               ;  12.394             ;  0.65927             ;  0.34618             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:15:23.978  ;  60.02               ;  12.392             ;  0.66274             ;  0.34815             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:15:26.977  ;  60.02               ;  12.394             ;  0.66162             ;  0.34589             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:15:29.977  ;  60.02               ;  12.393             ;  0.65882             ;  0.34786             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:15:32.977  ;  60.01               ;  12.395             ;  0.66093             ;  0.34635             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:15:35.977  ;  60.01               ;  12.395             ;  0.65801             ;  0.34671             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:15:38.976  ;  60.01               ;  12.383             ;  0.65680             ;  0.34618             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:15:41.977  ;  60.00               ;  12.394             ;  0.65620             ;  0.34671             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:15:44.977  ;  60.00               ;  12.393             ;  0.65626             ;  0.34609             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:15:47.978  ;  60.00               ;  12.391             ;  0.65665             ;  0.34483             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:15:50.977  ;  60.00               ;  12.388             ;  0.65518             ;  0.34427             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:15:53.977  ;  59.99               ;  12.386             ;  0.65787             ;  0.34664             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:15:56.975  ;  59.99               ;  12.389             ;  0.65647             ;  0.34902             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:15:59.973  ;  59.99               ;  12.391             ;  0.65463             ;  0.34537             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:16:02.972  ;  60.02               ;  12.387             ;  0.65647             ;  0.34673             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:16:05.971  ;  60.02               ;  12.389             ;  0.65799             ;  0.34859             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:16:08.971  ;  60.02               ;  12.386             ;  0.65714             ;  0.34758             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:16:11.970  ;  60.02               ;  12.387             ;  0.65676             ;  0.34626             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:16:14.969  ;  60.01               ;  12.391             ;  0.65692             ;  0.34837             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:16:17.967  ;  60.01               ;  12.389             ;  0.65488             ;  0.34578             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:16:20.966  ;  60.02               ;  12.387             ;  0.65547             ;  0.34505             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:16:23.964  ;  60.02               ;  12.390             ;  0.65523             ;  0.34642             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:16:26.963  ;  60.02               ;  12.391             ;  0.65581             ;  0.34514             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:16:29.961  ;  60.02               ;  12.388             ;  0.65343             ;  0.34660             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:16:32.960  ;  60.03               ;  12.385             ;  0.65509             ;  0.34584             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:16:35.959  ;  60.03               ;  12.384             ;  0.65670             ;  0.34773             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:16:38.959  ;  60.03               ;  12.383             ;  0.65847             ;  0.34364             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:16:41.959  ;  60.02               ;  12.380             ;  0.65912             ;  0.34686             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:16:44.959  ;  60.01               ;  12.384             ;  0.66033             ;  0.34492             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:16:47.959  ;  60.01               ;  12.388             ;  0.65839             ;  0.34534             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:16:50.959  ;  60.01               ;  12.389             ;  0.65567             ;  0.34805             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:16:53.959  ;  60.00               ;  12.392             ;  0.65682             ;  0.34742             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:16:56.959  ;  60.00               ;  12.392             ;  0.65590             ;  0.34511             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:16:59.959  ;  60.00               ;  12.390             ;  0.65987             ;  0.34706             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:17:02.958  ;  60.00               ;  12.394             ;  0.65935             ;  0.34860             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:17:05.957  ;  60.00               ;  12.385             ;  0.66089             ;  0.34808             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:17:08.955  ;  60.00               ;  12.393             ;  0.66226             ;  0.34500             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:17:11.953  ;  60.02               ;  12.390             ;  0.66138             ;  0.34472             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:17:14.952  ;  60.03               ;  12.389             ;  0.65838             ;  0.34230             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:17:17.951  ;  60.03               ;  12.389             ;  0.66124             ;  0.34476             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:17:20.950  ;  60.02               ;  12.389             ;  0.66210             ;  0.34654             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:17:23.950  ;  60.02               ;  12.393             ;  0.66240             ;  0.34733             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:17:26.949  ;  60.02               ;  12.391             ;  0.66197             ;  0.34511             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:17:29.949  ;  60.02               ;  12.392             ;  0.66152             ;  0.34693             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:17:32.948  ;  60.01               ;  12.393             ;  0.66222             ;  0.34748             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:17:35.949  ;  60.01               ;  12.391             ;  0.66177             ;  0.34671             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:17:38.949  ;  60.01               ;  12.391             ;  0.66148             ;  0.34552             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:17:41.950  ;  60.00               ;  12.391             ;  0.66178             ;  0.34432             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:17:44.952  ;  59.99               ;  12.388             ;  0.66271             ;  0.34611             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:17:47.953  ;  59.99               ;  12.388             ;  0.66283             ;  0.34648             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:17:50.954  ;  59.99               ;  12.391             ;  0.66297             ;  0.34705             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:17:53.955  ;  59.97               ;  12.391             ;  0.66128             ;  0.34648             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:17:56.956  ;  59.97               ;  12.392             ;  0.66198             ;  0.34635             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:17:59.955  ;  59.97               ;  12.393             ;  0.66256             ;  0.34690             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:18:02.954  ;  59.99               ;  12.395             ;  0.66152             ;  0.34834             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:18:05.953  ;  59.99               ;  12.397             ;  0.66073             ;  0.34670             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:18:08.952  ;  59.99               ;  12.397             ;  0.66350             ;  0.34726             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:18:11.951  ;  60.01               ;  12.390             ;  0.66263             ;  0.34835             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:18:14.950  ;  60.02               ;  12.391             ;  0.66244             ;  0.34785             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:18:17.950  ;  60.02               ;  12.394             ;  0.66128             ;  0.34723             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:18:20.949  ;  60.02               ;  12.394             ;  0.66197             ;  0.34770             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:18:23.948  ;  60.01               ;  12.397             ;  0.66184             ;  0.34975             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:18:26.947  ;  60.01               ;  12.397             ;  0.66288             ;  0.34881             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:18:29.944  ;  60.01               ;  12.400             ;  0.66334             ;  0.34809             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:18:32.942  ;  60.03               ;  12.399             ;  0.66218             ;  0.34953             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:18:35.941  ;  60.03               ;  12.396             ;  0.66139             ;  0.34941             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:18:38.940  ;  60.03               ;  12.393             ;  0.66333             ;  0.34820             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:18:41.938  ;  60.03               ;  12.393             ;  0.66032             ;  0.34796             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:18:44.937  ;  60.03               ;  12.391             ;  0.66155             ;  0.34709             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:18:47.936  ;  60.03               ;  12.393             ;  0.65916             ;  0.34831             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:18:50.934  ;  60.03               ;  12.395             ;  0.65869             ;  0.34589             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:18:53.933  ;  60.02               ;  12.397             ;  0.66099             ;  0.34662             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:18:56.931  ;  60.02               ;  12.392             ;  0.66326             ;  0.34800             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:18:59.930  ;  60.02               ;  12.396             ;  0.66248             ;  0.34696             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:19:02.929  ;  60.03               ;  12.394             ;  0.66392             ;  0.34710             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:19:05.928  ;  60.03               ;  12.398             ;  0.66346             ;  0.34593             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:19:08.927  ;  60.03               ;  12.397             ;  0.66243             ;  0.34887             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:19:11.925  ;  60.02               ;  12.395             ;  0.66203             ;  0.34893             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:19:14.924  ;  60.02               ;  12.394             ;  0.66144             ;  0.34773             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:19:17.923  ;  60.02               ;  12.391             ;  0.66021             ;  0.34836             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:19:20.923  ;  60.02               ;  12.390             ;  0.66241             ;  0.34922             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:19:23.924  ;  60.02               ;  12.389             ;  0.66066             ;  0.34710             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:19:26.924  ;  60.02               ;  12.386             ;  0.66127             ;  0.34670             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:19:29.925  ;  60.02               ;  12.389             ;  0.66069             ;  0.34515             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:19:32.926  ;  59.99               ;  12.387             ;  0.66063             ;  0.34589             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:19:35.926  ;  59.99               ;  12.391             ;  0.65979             ;  0.34653             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:19:38.926  ;  59.99               ;  12.388             ;  0.66008             ;  0.34608             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:19:41.925  ;  59.99               ;  12.389             ;  0.66107             ;  0.34469             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:19:44.924  ;  59.99               ;  12.391             ;  0.66155             ;  0.34489             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:19:47.923  ;  59.99               ;  12.392             ;  0.66188             ;  0.34666             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:19:50.922  ;  60.00               ;  12.393             ;  0.66119             ;  0.34597             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:19:53.920  ;  60.02               ;  12.394             ;  0.66188             ;  0.34528             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:19:56.919  ;  60.02               ;  12.396             ;  0.66239             ;  0.34552             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:19:59.917  ;  60.02               ;  12.396             ;  0.66220             ;  0.34523             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:20:02.799  ;  60.03               ;  12.392             ;  0.66105             ;  0.34720             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:20:02.999  ;  60.03               ;  12.391             ;  0.66085             ;  0.34748             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:20:05.998  ;  60.03               ;  12.396             ;  0.66176             ;  0.34651             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:20:08.998  ;  60.03               ;  12.393             ;  0.66355             ;  0.34767             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:20:11.997  ;  60.02               ;  12.395             ;  0.66350             ;  0.34598             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:20:14.997  ;  60.01               ;  12.395             ;  0.66446             ;  0.34655             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:20:17.997  ;  60.01               ;  12.396             ;  0.66231             ;  0.34678             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:20:20.996  ;  60.01               ;  12.389             ;  0.65898             ;  0.34662             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:20:23.995  ;  60.01               ;  12.396             ;  0.66135             ;  0.34706             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:20:26.993  ;  60.01               ;  12.397             ;  0.66088             ;  0.34746             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:20:29.991  ;  60.01               ;  12.401             ;  0.66009             ;  0.34758             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:20:32.989  ;  60.03               ;  12.391             ;  0.66073             ;  0.34740             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:20:35.987  ;  60.03               ;  12.393             ;  0.65933             ;  0.34736             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:20:38.985  ;  60.03               ;  12.387             ;  0.66006             ;  0.34549             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:20:41.984  ;  60.04               ;  12.386             ;  0.65837             ;  0.34594             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:20:44.983  ;  60.04               ;  12.385             ;  0.65980             ;  0.34885             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:20:47.982  ;  60.04               ;  12.387             ;  0.66108             ;  0.35005             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:20:50.981  ;  60.03               ;  12.383             ;  0.66093             ;  0.34604             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:20:53.981  ;  60.02               ;  12.384             ;  0.66067             ;  0.34688             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:20:56.979  ;  60.02               ;  12.382             ;  0.66051             ;  0.34395             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:20:59.978  ;  60.02               ;  12.382             ;  0.66154             ;  0.34272             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:21:02.977  ;  60.02               ;  12.378             ;  0.65975             ;  0.34351             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:21:05.976  ;  60.02               ;  12.377             ;  0.66017             ;  0.34641             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:21:08.975  ;  60.02               ;  12.375             ;  0.65994             ;  0.34147             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:21:11.973  ;  60.02               ;  12.380             ;  0.65825             ;  0.34348             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:21:14.971  ;  60.02               ;  12.378             ;  0.66130             ;  0.34467             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:21:17.969  ;  60.02               ;  12.377             ;  0.66114             ;  0.34434             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:21:20.968  ;  60.03               ;  12.375             ;  0.66053             ;  0.34674             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:21:23.967  ;  60.04               ;  12.373             ;  0.65947             ;  0.34312             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:21:26.966  ;  60.04               ;  12.372             ;  0.66019             ;  0.34299             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:21:29.966  ;  60.04               ;  12.370             ;  0.66050             ;  0.34415             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:21:32.966  ;  60.01               ;  12.371             ;  0.66160             ;  0.34362             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:21:35.965  ;  60.01               ;  12.374             ;  0.66166             ;  0.34432             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:21:38.964  ;  60.01               ;  12.375             ;  0.66182             ;  0.34396             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:21:41.963  ;  60.01               ;  12.379             ;  0.65983             ;  0.34433             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:21:44.961  ;  60.01               ;  12.376             ;  0.65937             ;  0.34439             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:21:47.959  ;  60.01               ;  12.375             ;  0.66072             ;  0.34349             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:21:50.958  ;  60.02               ;  12.373             ;  0.66142             ;  0.34453             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:21:53.956  ;  60.03               ;  12.373             ;  0.66041             ;  0.34087             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:21:56.955  ;  60.03               ;  12.371             ;  0.66011             ;  0.34163             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:21:59.954  ;  60.03               ;  12.370             ;  0.66108             ;  0.34413             
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-22  ;  19:22:02.954  ;  60.02               ;  12.371             ;  0.65912             ;  0.34351             
