  Analyzer:  ;  PQM-710 (BR0070)  
  Recording start:   ;  2024-06-21 20:06:27.953  
  Recording stop:   ;  2024-06-21 20:26:32.970  
  Time:  ;  (UTC-6)  
  Flag:  ;
  E  - event  ;
  Ef - event (Fast stream data)  ;
  P  - PLL no synchronization  ;
  Pf - PLL no synchronization (Fast stream data)  ;
  G  - GPS no synchronization  ;
  Gf - GPS no synchronization (Fast stream data)  ;
  T  - time resynchronization  ;
  Tf - time resynchronization (Fast stream data)  ;
  A  - A/D overflow  ;
  Af - A/D overflow (Fast stream data)  ;

;;'E / Ef';'P / Pf';'G / Gf';'T / Tf';'A / Af';  Date        ;  Time (UTC-6)  ;  f L1 avg. 3 s [Hz]  ;  U L1 avg. 3 s [V]  ;  U N-PE avg. 3 s [V]  ;  I *L1 avg. 3 s [A]  ;  I *N avg. 3 s [A]  
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:13:17.980  ;  60,01               ;  12,323             ;  26,050               ;  0,77523             ;  0,26671            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:13:20.981  ;  60,00               ;  12,321             ;  26,045               ;  0,77598             ;  0,26484            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:13:23.981  ;  59,99               ;  12,323             ;  26,052               ;  0,77626             ;  0,26526            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:13:26.982  ;  59,99               ;  12,323             ;  26,055               ;  0,77576             ;  0,26514            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:13:29.982  ;  59,99               ;  12,323             ;  26,028               ;  0,77578             ;  0,26512            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:13:32.982  ;  59,99               ;  12,322             ;  26,027               ;  0,77689             ;  0,26585            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:13:35.982  ;  59,99               ;  12,321             ;  26,033               ;  0,77719             ;  0,26452            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:13:38.983  ;  59,99               ;  12,320             ;  26,011               ;  0,77601             ;  0,26422            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:13:41.983  ;  59,99               ;  12,319             ;  26,042               ;  0,77626             ;  0,26512            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:13:44.983  ;  59,99               ;  12,322             ;  26,011               ;  0,77586             ;  0,26609            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:13:47.984  ;  59,99               ;  12,318             ;  26,008               ;  0,77653             ;  0,26347            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:13:50.984  ;  59,99               ;  12,319             ;  26,007               ;  0,77615             ;  0,26440            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:13:53.985  ;  59,99               ;  12,311             ;  25,988               ;  0,77659             ;  0,26323            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:13:56.986  ;  59,99               ;  12,312             ;  25,989               ;  0,77545             ;  0,26499            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:13:59.987  ;  59,99               ;  12,315             ;  25,997               ;  0,77683             ;  0,26410            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:14:02.987  ;  59,98               ;  12,317             ;  26,002               ;  0,77579             ;  0,26403            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:14:05.988  ;  59,98               ;  12,315             ;  26,002               ;  0,77703             ;  0,26397            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:14:08.988  ;  59,98               ;  12,315             ;  26,002               ;  0,77580             ;  0,26459            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:14:11.988  ;  59,99               ;  12,315             ;  26,003               ;  0,77656             ;  0,26440            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:14:14.988  ;  59,99               ;  12,317             ;  26,012               ;  0,77610             ;  0,26469            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:14:17.988  ;  59,99               ;  12,316             ;  26,006               ;  0,77601             ;  0,26593            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:14:20.988  ;  59,99               ;  12,318             ;  26,015               ;  0,77535             ;  0,26478            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:14:23.989  ;  60,00               ;  12,315             ;  26,008               ;  0,77599             ;  0,26495            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:14:26.989  ;  60,00               ;  12,314             ;  26,007               ;  0,77662             ;  0,26633            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:14:29.990  ;  60,00               ;  12,313             ;  26,004               ;  0,77555             ;  0,26406            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:14:32.990  ;  59,99               ;  12,316             ;  26,011               ;  0,77551             ;  0,26343            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:14:35.991  ;  59,99               ;  12,315             ;  26,013               ;  0,77591             ;  0,26528            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:14:38.991  ;  59,99               ;  12,314             ;  26,010               ;  0,77473             ;  0,26509            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:14:41.992  ;  59,99               ;  12,312             ;  26,006               ;  0,77602             ;  0,26521            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:14:44.992  ;  59,99               ;  12,309             ;  26,010               ;  0,77516             ;  0,26406            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:14:47.993  ;  59,99               ;  12,306             ;  26,032               ;  0,77396             ;  0,26498            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:14:50.994  ;  59,99               ;  12,306             ;  26,032               ;  0,77353             ;  0,26436            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:14:53.995  ;  59,98               ;  12,308             ;  26,041               ;  0,77411             ;  0,26392            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:14:56.996  ;  59,98               ;  12,313             ;  26,053               ;  0,77619             ;  0,26191            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:14:59.995  ;  59,98               ;  12,316             ;  26,063               ;  0,77577             ;  0,26298            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:15:02.994  ;  59,99               ;  12,316             ;  26,065               ;  0,77626             ;  0,26407            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:15:05.993  ;  59,99               ;  12,317             ;  26,067               ;  0,77609             ;  0,26344            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:15:08.992  ;  59,99               ;  12,323             ;  26,079               ;  0,77527             ;  0,26378            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:15:11.990  ;  60,01               ;  12,324             ;  26,078               ;  0,77611             ;  0,26422            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:15:14.989  ;  60,02               ;  12,326             ;  26,084               ;  0,77439             ;  0,26445            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:15:17.988  ;  60,02               ;  12,328             ;  26,085               ;  0,77706             ;  0,26540            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:15:20.986  ;  60,02               ;  12,330             ;  26,092               ;  0,77571             ;  0,26570            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:15:23.985  ;  60,02               ;  12,320             ;  26,072               ;  0,77526             ;  0,26512            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:15:26.985  ;  60,02               ;  12,322             ;  26,073               ;  0,77639             ;  0,26513            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:15:29.984  ;  60,02               ;  12,322             ;  26,073               ;  0,77526             ;  0,26536            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:15:32.985  ;  60,01               ;  12,320             ;  26,068               ;  0,77699             ;  0,26530            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:15:35.985  ;  60,01               ;  12,319             ;  26,053               ;  0,77711             ;  0,26430            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:15:38.986  ;  60,01               ;  12,324             ;  26,075               ;  0,77693             ;  0,26616            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:15:41.986  ;  60,00               ;  12,326             ;  26,080               ;  0,77591             ;  0,26496            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:15:44.987  ;  59,99               ;  12,324             ;  26,078               ;  0,77706             ;  0,26695            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:15:47.988  ;  59,99               ;  12,325             ;  26,085               ;  0,77769             ;  0,26623            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:15:50.988  ;  59,99               ;  12,323             ;  26,073               ;  0,77739             ;  0,26600            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:15:53.988  ;  59,99               ;  12,321             ;  26,072               ;  0,77679             ;  0,26492            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:15:56.988  ;  59,99               ;  12,326             ;  26,085               ;  0,77602             ;  0,26596            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:15:59.987  ;  59,99               ;  12,323             ;  26,075               ;  0,77713             ;  0,26465            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:16:02.985  ;  60,01               ;  12,328             ;  26,094               ;  0,77569             ;  0,26501            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:16:05.983  ;  60,01               ;  12,327             ;  26,094               ;  0,77615             ;  0,26473            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:16:08.981  ;  60,01               ;  12,324             ;  26,091               ;  0,77507             ;  0,26566            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:16:11.979  ;  60,03               ;  12,324             ;  26,090               ;  0,77546             ;  0,26484            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:16:14.978  ;  60,03               ;  12,319             ;  26,079               ;  0,77458             ;  0,26645            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:16:17.977  ;  60,03               ;  12,318             ;  26,077               ;  0,77583             ;  0,26580            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:16:20.976  ;  60,03               ;  12,319             ;  26,081               ;  0,77526             ;  0,26522            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:16:23.975  ;  60,03               ;  12,319             ;  26,082               ;  0,77429             ;  0,26405            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:16:26.974  ;  60,03               ;  12,317             ;  26,077               ;  0,77480             ;  0,26528            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:16:29.972  ;  60,03               ;  12,317             ;  26,078               ;  0,77482             ;  0,26521            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:16:32.972  ;  60,02               ;  12,316             ;  26,076               ;  0,77649             ;  0,26558            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:16:35.972  ;  60,02               ;  12,311             ;  26,064               ;  0,77529             ;  0,26566            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:16:38.972  ;  60,02               ;  12,310             ;  26,058               ;  0,77543             ;  0,26695            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:16:41.973  ;  60,01               ;  12,312             ;  26,058               ;  0,77512             ;  0,26435            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:16:44.975  ;  60,00               ;  12,316             ;  26,068               ;  0,77525             ;  0,26492            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:16:47.976  ;  60,00               ;  12,314             ;  26,066               ;  0,77588             ;  0,26674            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:16:50.977  ;  59,99               ;  12,320             ;  26,079               ;  0,77763             ;  0,26410            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:16:53.978  ;  59,97               ;  12,320             ;  26,072               ;  0,77488             ;  0,26653            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:16:56.979  ;  59,97               ;  12,324             ;  26,089               ;  0,77555             ;  0,26587            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:16:59.981  ;  59,97               ;  12,325             ;  26,093               ;  0,77622             ;  0,26556            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:17:02.984  ;  59,97               ;  12,326             ;  26,085               ;  0,77727             ;  0,26685            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:17:05.986  ;  59,97               ;  12,327             ;  26,092               ;  0,77700             ;  0,26556            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:17:08.988  ;  59,97               ;  12,327             ;  26,092               ;  0,77727             ;  0,26675            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:17:11.990  ;  59,96               ;  12,328             ;  26,096               ;  0,77657             ;  0,26727            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:17:14.991  ;  59,96               ;  12,328             ;  26,140               ;  0,77608             ;  0,26599            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:17:17.993  ;  59,96               ;  12,329             ;  26,148               ;  0,77607             ;  0,26803            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:17:20.995  ;  59,96               ;  12,326             ;  26,140               ;  0,77559             ;  0,26628            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:17:23.996  ;  59,96               ;  12,325             ;  26,138               ;  0,77579             ;  0,26508            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:17:26.998  ;  59,96               ;  12,326             ;  26,139               ;  0,77684             ;  0,26659            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:17:30.000  ;  59,96               ;  12,329             ;  26,149               ;  0,77680             ;  0,26581            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:17:33.002  ;  59,96               ;  12,326             ;  26,143               ;  0,77613             ;  0,26525            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:17:36.004  ;  59,96               ;  12,327             ;  26,148               ;  0,77474             ;  0,26543            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:17:39.005  ;  59,96               ;  12,326             ;  26,146               ;  0,77547             ;  0,26586            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:17:42.006  ;  59,97               ;  12,327             ;  26,145               ;  0,77517             ;  0,26668            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:17:45.007  ;  59,97               ;  12,326             ;  26,153               ;  0,77590             ;  0,26634            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:17:48.009  ;  59,97               ;  12,325             ;  26,138               ;  0,77396             ;  0,26695            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:17:51.011  ;  59,97               ;  12,328             ;  26,133               ;  0,77548             ;  0,26791            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:17:54.013  ;  59,97               ;  12,326             ;  26,127               ;  0,77409             ;  0,26642            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:17:57.014  ;  59,97               ;  12,326             ;  26,134               ;  0,77620             ;  0,26650            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:18:00.016  ;  59,97               ;  12,326             ;  26,140               ;  0,77573             ;  0,26674            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:18:03.017  ;  59,97               ;  12,329             ;  26,151               ;  0,77433             ;  0,26549            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:18:06.019  ;  59,97               ;  12,330             ;  26,143               ;  0,77438             ;  0,26612            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:18:09.021  ;  59,97               ;  12,330             ;  26,129               ;  0,77591             ;  0,26714            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:18:12.023  ;  59,96               ;  12,331             ;  26,159               ;  0,77617             ;  0,26683            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:18:15.024  ;  59,96               ;  12,331             ;  26,176               ;  0,77569             ;  0,26681            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:18:18.024  ;  59,96               ;  12,332             ;  26,181               ;  0,77522             ;  0,26549            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:18:21.025  ;  59,97               ;  12,331             ;  26,180               ;  0,77683             ;  0,26770            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:18:24.027  ;  59,98               ;  12,333             ;  26,186               ;  0,77747             ;  0,26705            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:18:27.028  ;  59,98               ;  12,334             ;  26,188               ;  0,77642             ;  0,26638            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:18:30.029  ;  59,98               ;  12,332             ;  26,186               ;  0,77520             ;  0,26477            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:18:33.030  ;  59,98               ;  12,335             ;  26,196               ;  0,77607             ;  0,26744            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:18:36.031  ;  59,98               ;  12,337             ;  26,199               ;  0,77553             ;  0,26712            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:18:39.031  ;  59,98               ;  12,338             ;  26,204               ;  0,77763             ;  0,26717            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:18:42.032  ;  59,98               ;  12,337             ;  26,201               ;  0,77439             ;  0,26617            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:18:45.032  ;  59,98               ;  12,340             ;  26,210               ;  0,77712             ;  0,26753            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:18:48.033  ;  59,98               ;  12,339             ;  26,208               ;  0,77622             ;  0,26719            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:18:51.033  ;  59,99               ;  12,342             ;  26,219               ;  0,77720             ;  0,26929            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:18:54.032  ;  59,99               ;  12,343             ;  26,222               ;  0,77764             ;  0,26854            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:18:57.032  ;  59,99               ;  12,344             ;  26,226               ;  0,77817             ;  0,26808            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:19:00.031  ;  59,99               ;  12,345             ;  26,228               ;  0,77650             ;  0,26804            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:19:03.030  ;  60,01               ;  12,344             ;  26,227               ;  0,77628             ;  0,26805            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:19:06.028  ;  60,01               ;  12,346             ;  26,235               ;  0,77671             ;  0,26891            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:19:09.027  ;  60,01               ;  12,346             ;  26,233               ;  0,77596             ;  0,26815            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:19:12.027  ;  60,02               ;  12,344             ;  26,231               ;  0,77598             ;  0,26745            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:19:15.026  ;  60,02               ;  12,342             ;  26,227               ;  0,77562             ;  0,26879            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:19:18.026  ;  60,02               ;  12,343             ;  26,224               ;  0,77467             ;  0,26874            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:19:21.027  ;  60,01               ;  12,344             ;  26,228               ;  0,77753             ;  0,26758            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:19:24.028  ;  60,00               ;  12,346             ;  26,234               ;  0,77703             ;  0,26701            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:19:27.029  ;  60,00               ;  12,342             ;  26,224               ;  0,77611             ;  0,26876            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:19:30.031  ;  60,00               ;  12,340             ;  26,221               ;  0,77697             ;  0,26796            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:19:33.032  ;  59,98               ;  12,340             ;  26,219               ;  0,77746             ;  0,26743            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:19:36.034  ;  59,98               ;  12,339             ;  26,217               ;  0,77516             ;  0,26796            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:19:39.035  ;  59,98               ;  12,343             ;  26,196               ;  0,77877             ;  0,26912            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:19:42.035  ;  59,97               ;  12,345             ;  26,192               ;  0,77740             ;  0,26670            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:19:45.034  ;  59,97               ;  12,348             ;  26,200               ;  0,77559             ;  0,26956            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:19:48.033  ;  59,97               ;  12,336             ;  26,176               ;  0,77611             ;  0,26814            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:19:51.031  ;  59,99               ;  12,345             ;  26,200               ;  0,77618             ;  0,26754            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:19:54.030  ;  60,02               ;  12,340             ;  26,192               ;  0,77597             ;  0,26777            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:19:57.029  ;  60,02               ;  12,337             ;  26,181               ;  0,77488             ;  0,26858            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:20:00.028  ;  60,02               ;  12,341             ;  26,191               ;  0,77640             ;  0,26797            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:20:02.999  ;  60,02               ;  12,338             ;  26,181               ;  0,77737             ;  0,26879            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:20:05.997  ;  60,02               ;  12,338             ;  26,189               ;  0,77612             ;  0,26916            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:20:08.996  ;  60,02               ;  12,340             ;  26,201               ;  0,77573             ;  0,26874            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:20:11.993  ;  60,03               ;  12,338             ;  26,189               ;  0,77406             ;  0,26792            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:20:14.992  ;  60,03               ;  12,340             ;  26,195               ;  0,77622             ;  0,26787            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:20:17.991  ;  60,03               ;  12,338             ;  26,192               ;  0,77588             ;  0,26852            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:20:20.991  ;  60,03               ;  12,339             ;  26,196               ;  0,77535             ;  0,26956            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:20:23.990  ;  60,02               ;  12,340             ;  26,198               ;  0,77483             ;  0,26771            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:20:26.989  ;  60,02               ;  12,340             ;  26,199               ;  0,77698             ;  0,26895            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:20:29.987  ;  60,02               ;  12,341             ;  26,204               ;  0,77689             ;  0,26948            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:20:32.986  ;  60,02               ;  12,339             ;  26,200               ;  0,77531             ;  0,26946            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:20:35.984  ;  60,02               ;  12,342             ;  26,207               ;  0,77580             ;  0,26979            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:20:38.983  ;  60,02               ;  12,340             ;  26,203               ;  0,77697             ;  0,27087            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:20:41.983  ;  60,02               ;  12,339             ;  26,198               ;  0,77732             ;  0,26979            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:20:44.983  ;  60,02               ;  12,338             ;  26,191               ;  0,77640             ;  0,27049            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:20:47.984  ;  60,02               ;  12,334             ;  26,185               ;  0,77569             ;  0,26912            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:20:50.985  ;  60,01               ;  12,338             ;  26,194               ;  0,77531             ;  0,27029            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:20:53.986  ;  59,99               ;  12,337             ;  26,196               ;  0,77677             ;  0,26865            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:20:56.987  ;  59,99               ;  12,338             ;  26,201               ;  0,77693             ;  0,27087            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:20:59.988  ;  59,99               ;  12,338             ;  26,200               ;  0,77736             ;  0,27131            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:21:02.989  ;  59,98               ;  12,339             ;  26,197               ;  0,77665             ;  0,26979            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:21:05.990  ;  59,98               ;  12,341             ;  26,211               ;  0,77686             ;  0,26818            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:21:08.991  ;  59,98               ;  12,338             ;  26,202               ;  0,77665             ;  0,26958            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:21:11.992  ;  59,98               ;  12,341             ;  26,210               ;  0,77647             ;  0,26777            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:21:14.993  ;  59,98               ;  12,343             ;  26,209               ;  0,77718             ;  0,26944            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:21:17.994  ;  59,98               ;  12,339             ;  26,237               ;  0,77568             ;  0,26968            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:21:20.995  ;  59,98               ;  12,340             ;  26,283               ;  0,77720             ;  0,26926            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:21:23.996  ;  59,98               ;  12,337             ;  26,228               ;  0,77613             ;  0,26953            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:21:26.997  ;  59,98               ;  12,337             ;  26,292               ;  0,77769             ;  0,26762            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:21:30.000  ;  59,98               ;  12,335             ;  26,200               ;  0,77815             ;  0,26909            
