  Analyzer:  ;  PQM-710 (BR0070)  
  Recording start:   ;  2024-06-21 20:06:27.953  
  Recording stop:   ;  2024-06-21 20:26:32.970  
  Time:  ;  (UTC-6)  
  Flag:  ;
  E  - event  ;
  Ef - event (Fast stream data)  ;
  P  - PLL no synchronization  ;
  Pf - PLL no synchronization (Fast stream data)  ;
  G  - GPS no synchronization  ;
  Gf - GPS no synchronization (Fast stream data)  ;
  T  - time resynchronization  ;
  Tf - time resynchronization (Fast stream data)  ;
  A  - A/D overflow  ;
  Af - A/D overflow (Fast stream data)  ;

;;'E / Ef';'P / Pf';'G / Gf';'T / Tf';'A / Af';  Date        ;  Time (UTC-6)  ;  f L1 avg. 3 s [Hz]  ;  U L1 avg. 3 s [V]  ;  U N-PE avg. 3 s [V]  ;  I *L1 avg. 3 s [A]  ;  I *N avg. 3 s [A]  
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:21:33.002  ;  59,97               ;  12,336             ;  26,201               ;  0,77920             ;  0,26850            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:21:36.005  ;  59,97               ;  12,335             ;  26,201               ;  0,77758             ;  0,26967            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:21:39.006  ;  59,97               ;  12,337             ;  26,179               ;  0,77834             ;  0,26908            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:21:42.008  ;  59,96               ;  12,340             ;  26,226               ;  0,77873             ;  0,26947            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:21:45.009  ;  59,96               ;  12,339             ;  26,229               ;  0,77785             ;  0,26730            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:21:48.010  ;  59,96               ;  12,336             ;  26,214               ;  0,77727             ;  0,26667            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:21:51.011  ;  59,96               ;  12,334             ;  26,212               ;  0,77741             ;  0,26769            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:21:54.012  ;  59,97               ;  12,331             ;  26,208               ;  0,77692             ;  0,26782            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:21:57.013  ;  59,97               ;  12,334             ;  26,211               ;  0,77758             ;  0,26769            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:22:00.014  ;  59,97               ;  12,333             ;  26,194               ;  0,77735             ;  0,26739            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:22:03.015  ;  59,98               ;  12,335             ;  26,219               ;  0,77502             ;  0,26808            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:22:06.015  ;  59,98               ;  12,334             ;  26,207               ;  0,77704             ;  0,26823            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:22:09.015  ;  59,98               ;  12,337             ;  26,194               ;  0,77682             ;  0,26710            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:22:12.015  ;  59,99               ;  12,340             ;  26,215               ;  0,77681             ;  0,26696            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:22:15.014  ;  59,99               ;  12,341             ;  26,227               ;  0,77820             ;  0,26775            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:22:18.014  ;  59,99               ;  12,337             ;  26,221               ;  0,77781             ;  0,26676            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:22:21.012  ;  60,00               ;  12,338             ;  26,223               ;  0,77526             ;  0,26840            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:22:24.011  ;  60,01               ;  12,337             ;  26,225               ;  0,77678             ;  0,26714            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:22:27.010  ;  60,01               ;  12,340             ;  26,229               ;  0,77678             ;  0,26824            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:22:30.008  ;  60,01               ;  12,339             ;  26,229               ;  0,77856             ;  0,26657            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:22:33.007  ;  60,03               ;  12,341             ;  26,234               ;  0,77782             ;  0,26731            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:22:36.006  ;  60,03               ;  12,339             ;  26,229               ;  0,77544             ;  0,26696            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:22:39.004  ;  60,03               ;  12,337             ;  26,217               ;  0,77597             ;  0,26670            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:22:42.003  ;  60,02               ;  12,337             ;  26,208               ;  0,77669             ;  0,26765            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:22:45.003  ;  60,02               ;  12,335             ;  26,205               ;  0,77627             ;  0,26852            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:22:48.002  ;  60,02               ;  12,334             ;  26,162               ;  0,77665             ;  0,26866            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:22:51.002  ;  60,02               ;  12,336             ;  26,123               ;  0,77742             ;  0,27005            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:22:54.003  ;  60,01               ;  12,334             ;  26,191               ;  0,77564             ;  0,26985            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:22:57.002  ;  60,01               ;  12,336             ;  26,197               ;  0,77588             ;  0,26907            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:23:00.003  ;  60,01               ;  12,339             ;  26,205               ;  0,77610             ;  0,26834            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:23:03.003  ;  60,00               ;  12,340             ;  26,211               ;  0,77553             ;  0,27049            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:23:06.003  ;  60,00               ;  12,342             ;  26,247               ;  0,77537             ;  0,26964            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:23:09.003  ;  60,00               ;  12,335             ;  26,240               ;  0,77655             ;  0,26805            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:23:12.003  ;  60,00               ;  12,336             ;  26,248               ;  0,77708             ;  0,26880            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:23:15.003  ;  60,00               ;  12,336             ;  26,245               ;  0,77604             ;  0,26978            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:23:18.002  ;  60,00               ;  12,338             ;  26,251               ;  0,77597             ;  0,27032            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:23:21.001  ;  60,00               ;  12,342             ;  26,253               ;  0,77753             ;  0,27070            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:23:23.999  ;  60,01               ;  12,343             ;  26,258               ;  0,77747             ;  0,27012            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:23:26.997  ;  60,01               ;  12,341             ;  26,247               ;  0,77537             ;  0,26968            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:23:29.996  ;  60,01               ;  12,337             ;  26,223               ;  0,77606             ;  0,26969            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:23:32.996  ;  60,03               ;  12,335             ;  26,238               ;  0,77562             ;  0,26961            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:23:35.995  ;  60,03               ;  12,334             ;  26,257               ;  0,77543             ;  0,26874            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:23:38.995  ;  60,03               ;  12,333             ;  26,248               ;  0,77480             ;  0,26994            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:23:41.995  ;  60,01               ;  12,337             ;  26,263               ;  0,77517             ;  0,26959            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:23:44.995  ;  60,01               ;  12,337             ;  26,265               ;  0,77563             ;  0,26977            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:23:47.995  ;  60,01               ;  12,341             ;  26,274               ;  0,77603             ;  0,26756            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:23:50.995  ;  60,00               ;  12,341             ;  26,277               ;  0,77569             ;  0,26954            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:23:53.996  ;  60,00               ;  12,340             ;  26,276               ;  0,77674             ;  0,26923            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:23:56.996  ;  60,00               ;  12,339             ;  26,274               ;  0,77589             ;  0,26899            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:23:59.997  ;  60,00               ;  12,335             ;  26,264               ;  0,77656             ;  0,26970            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:24:02.998  ;  59,99               ;  12,333             ;  26,261               ;  0,77634             ;  0,27063            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:24:05.999  ;  59,99               ;  12,333             ;  26,262               ;  0,77619             ;  0,26930            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:24:09.000  ;  59,99               ;  12,336             ;  26,268               ;  0,77676             ;  0,26909            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:24:12.001  ;  59,98               ;  12,325             ;  26,245               ;  0,77596             ;  0,26776            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:24:15.002  ;  59,98               ;  12,333             ;  26,263               ;  0,77542             ;  0,26878            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:24:18.003  ;  59,98               ;  12,335             ;  26,269               ;  0,77608             ;  0,26964            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:24:21.004  ;  59,98               ;  12,333             ;  26,263               ;  0,77609             ;  0,26942            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:24:24.004  ;  59,98               ;  12,325             ;  26,252               ;  0,77498             ;  0,26827            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:24:27.005  ;  59,98               ;  12,326             ;  26,252               ;  0,77552             ;  0,26696            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:24:30.006  ;  59,98               ;  12,328             ;  26,258               ;  0,77486             ;  0,26765            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:24:33.007  ;  59,98               ;  12,329             ;  26,260               ;  0,77665             ;  0,26837            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:24:36.009  ;  59,98               ;  12,329             ;  26,260               ;  0,77708             ;  0,26765            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:24:39.010  ;  59,98               ;  12,329             ;  26,260               ;  0,77539             ;  0,26781            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:24:42.011  ;  59,98               ;  12,332             ;  26,267               ;  0,77617             ;  0,26833            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:24:45.011  ;  59,98               ;  12,334             ;  26,273               ;  0,77498             ;  0,26763            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:24:48.010  ;  59,98               ;  12,338             ;  26,287               ;  0,77442             ;  0,26859            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:24:51.010  ;  59,98               ;  12,337             ;  26,285               ;  0,77649             ;  0,26767            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:24:54.009  ;  60,00               ;  12,336             ;  26,284               ;  0,77564             ;  0,26839            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:24:57.008  ;  60,00               ;  12,332             ;  26,277               ;  0,77555             ;  0,26779            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:25:00.008  ;  60,00               ;  12,334             ;  26,279               ;  0,77498             ;  0,26632            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:25:03.007  ;  60,01               ;  12,334             ;  26,287               ;  0,77738             ;  0,26706            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:25:06.006  ;  60,01               ;  12,333             ;  26,285               ;  0,77413             ;  0,26744            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:25:09.005  ;  60,01               ;  12,334             ;  26,292               ;  0,77515             ;  0,26869            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:25:12.004  ;  60,02               ;  12,335             ;  26,297               ;  0,77614             ;  0,26933            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:25:15.002  ;  60,02               ;  12,334             ;  26,294               ;  0,77452             ;  0,26895            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:25:18.000  ;  60,02               ;  12,332             ;  26,292               ;  0,77601             ;  0,26925            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:25:20.999  ;  60,02               ;  12,335             ;  26,298               ;  0,77592             ;  0,26818            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:25:23.999  ;  60,03               ;  12,331             ;  26,284               ;  0,77412             ;  0,26950            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:25:26.998  ;  60,03               ;  12,332             ;  26,292               ;  0,77649             ;  0,26819            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:25:29.998  ;  60,03               ;  12,337             ;  26,302               ;  0,77522             ;  0,26917            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:25:32.998  ;  60,01               ;  12,338             ;  26,305               ;  0,77723             ;  0,26983            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:25:35.998  ;  60,01               ;  12,341             ;  26,315               ;  0,77716             ;  0,27043            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:25:38.997  ;  60,01               ;  12,346             ;  26,328               ;  0,77664             ;  0,26987            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:25:41.996  ;  60,01               ;  12,347             ;  26,329               ;  0,77740             ;  0,26979            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:25:44.995  ;  60,00               ;  12,346             ;  26,331               ;  0,77569             ;  0,26964            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:25:47.994  ;  60,00               ;  12,345             ;  26,331               ;  0,77722             ;  0,27069            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:25:50.993  ;  60,01               ;  12,346             ;  26,332               ;  0,77687             ;  0,26960            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:25:53.992  ;  60,02               ;  12,344             ;  26,328               ;  0,77578             ;  0,27082            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:25:56.991  ;  60,02               ;  12,344             ;  26,329               ;  0,77812             ;  0,27013            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:25:59.990  ;  60,02               ;  12,345             ;  26,328               ;  0,77693             ;  0,27007            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:26:02.989  ;  60,02               ;  12,340             ;  26,320               ;  0,77523             ;  0,26964            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:26:05.987  ;  60,02               ;  12,346             ;  26,334               ;  0,77717             ;  0,27025            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:26:08.986  ;  60,02               ;  12,345             ;  26,335               ;  0,77645             ;  0,27091            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:26:11.984  ;  60,03               ;  12,346             ;  26,344               ;  0,77637             ;  0,26998            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:26:14.983  ;  60,03               ;  12,345             ;  26,339               ;  0,77657             ;  0,27041            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:26:17.982  ;  60,03               ;  12,340             ;  26,332               ;  0,77601             ;  0,27127            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:26:20.980  ;  60,03               ;  12,348             ;  26,353               ;  0,77563             ;  0,26990            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:26:23.978  ;  60,03               ;  12,341             ;  26,340               ;  0,77793             ;  0,26976            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:26:26.975  ;  60,03               ;  12,342             ;  26,345               ;  0,77635             ;  0,27110            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:26:29.973  ;  60,03               ;  12,341             ;  26,339               ;  0,77563             ;  0,26915            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-06-21  ;  20:26:32.971  ;  60,04               ;  12,339             ;  26,341               ;  0,77687             ;  0,26877            
