  Analyzer:  ;  PQM-710 (BR0070)  
  Recording start:   ;  2024-10-11 19:59:02.586  
  Recording stop:   ;  2024-10-11 20:13:59.975  
  Time:  ;  (UTC-6)  
  Flag:  ;
  E  - event  ;
  Ef - event (Fast stream data)  ;
  P  - PLL no synchronization  ;
  Pf - PLL no synchronization (Fast stream data)  ;
  G  - GPS no synchronization  ;
  Gf - GPS no synchronization (Fast stream data)  ;
  T  - time resynchronization  ;
  Tf - time resynchronization (Fast stream data)  ;
  A  - A/D overflow  ;
  Af - A/D overflow (Fast stream data)  ;

;;'E / Ef';'P / Pf';'G / Gf';'T / Tf';'A / Af';  Date        ;  Time (UTC-6)  ;  f L1 avg. 3 s [Hz]  ;  U L1 avg. 3 s [V]  ;  I *L1 avg. 3 s [A]  ;  I *N avg. 3 s [A]  
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:06:24.065  ;  60.03               ;  12.441             ;  0.58932             ;  0.32285            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:06:27.064  ;  60.03               ;  12.441             ;  0.58895             ;  0.32327            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:06:30.063  ;  60.03               ;  12.442             ;  0.58966             ;  0.32578            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:06:33.063  ;  60.02               ;  12.442             ;  0.58997             ;  0.32506            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:06:36.063  ;  60.02               ;  12.440             ;  0.58933             ;  0.32455            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:06:39.063  ;  60.02               ;  12.436             ;  0.59026             ;  0.32661            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:06:42.064  ;  60.00               ;  12.441             ;  0.58966             ;  0.32659            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:06:45.064  ;  60.00               ;  12.444             ;  0.58990             ;  0.33178            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:06:48.065  ;  60.00               ;  12.441             ;  0.58736             ;  0.32564            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:06:51.066  ;  59.99               ;  12.445             ;  0.58882             ;  0.32523            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:06:54.066  ;  59.98               ;  12.446             ;  0.58844             ;  0.32594            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:06:57.066  ;  59.98               ;  12.448             ;  0.58987             ;  0.32496            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:07:00.066  ;  59.98               ;  12.445             ;  0.58967             ;  0.32682            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:07:03.066  ;  60.00               ;  12.443             ;  0.58898             ;  0.33044            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:07:06.067  ;  60.00               ;  12.444             ;  0.58831             ;  0.32992            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:07:09.067  ;  60.00               ;  12.444             ;  0.58802             ;  0.32836            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:07:12.068  ;  59.99               ;  12.444             ;  0.58949             ;  0.32758            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:07:15.069  ;  59.99               ;  12.446             ;  0.58760             ;  0.32863            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:07:18.069  ;  59.99               ;  12.448             ;  0.58959             ;  0.32852            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:07:21.070  ;  59.99               ;  12.451             ;  0.58958             ;  0.32862            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:07:24.071  ;  59.98               ;  12.455             ;  0.58901             ;  0.33266            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:07:27.072  ;  59.98               ;  12.457             ;  0.58829             ;  0.33505            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:07:30.073  ;  59.98               ;  12.456             ;  0.59037             ;  0.33798            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:07:33.074  ;  59.98               ;  12.453             ;  0.58841             ;  0.37447            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:07:36.076  ;  59.98               ;  12.460             ;  0.58777             ;  0.42504            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:07:39.076  ;  59.98               ;  12.459             ;  0.58856             ;  0.42629            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:07:42.077  ;  59.98               ;  12.458             ;  0.58866             ;  0.42701            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:07:45.077  ;  59.98               ;  12.457             ;  0.58768             ;  0.42802            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:07:48.077  ;  59.98               ;  12.456             ;  0.58850             ;  0.42959            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:07:51.077  ;  59.98               ;  12.455             ;  0.58905             ;  0.42887            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:07:54.078  ;  59.99               ;  12.454             ;  0.58748             ;  0.42940            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:07:57.079  ;  59.99               ;  12.453             ;  0.58718             ;  0.43041            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:08:00.081  ;  59.99               ;  12.452             ;  0.58685             ;  0.42984            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:08:03.082  ;  59.98               ;  12.454             ;  0.58757             ;  0.43156            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:08:06.083  ;  59.98               ;  12.451             ;  0.58788             ;  0.44978            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:08:09.084  ;  59.98               ;  12.450             ;  0.58696             ;  0.45089            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:08:12.086  ;  59.98               ;  12.448             ;  0.58737             ;  0.45195            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:08:15.087  ;  59.98               ;  12.449             ;  0.58782             ;  0.44654            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:08:18.088  ;  59.98               ;  12.452             ;  0.58601             ;  0.44796            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:08:21.088  ;  59.98               ;  12.452             ;  0.58661             ;  0.44674            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:08:24.085  ;  59.98               ;  12.458             ;  0.58632             ;  0.44744            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:08:27.083  ;  59.98               ;  12.458             ;  0.58769             ;  0.45351            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:08:30.082  ;  59.98               ;  12.454             ;  0.58670             ;  0.45341            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:08:33.080  ;  60.04               ;  12.454             ;  0.58731             ;  0.45328            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:08:36.078  ;  60.04               ;  12.457             ;  0.58607             ;  0.43322            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:08:39.077  ;  60.04               ;  12.454             ;  0.58783             ;  0.43351            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:08:42.075  ;  60.03               ;  12.456             ;  0.58600             ;  0.43332            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:08:45.074  ;  60.03               ;  12.454             ;  0.58767             ;  0.43235            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:08:48.073  ;  60.03               ;  12.456             ;  0.58903             ;  0.43308            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:08:51.072  ;  60.03               ;  12.453             ;  0.58849             ;  0.43121            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:08:54.072  ;  60.02               ;  12.451             ;  0.58746             ;  0.43129            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:08:57.071  ;  60.02               ;  12.451             ;  0.58759             ;  0.43161            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:09:00.070  ;  60.02               ;  12.456             ;  0.58864             ;  0.43282            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:09:03.069  ;  60.01               ;  12.452             ;  0.59085             ;  0.41243            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:09:06.067  ;  60.01               ;  12.456             ;  0.58827             ;  0.43683            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:09:09.065  ;  60.01               ;  12.453             ;  0.58807             ;  0.44815            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:09:12.063  ;  60.03               ;  12.453             ;  0.58669             ;  0.44890            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:09:15.062  ;  60.03               ;  12.454             ;  0.58764             ;  0.44896            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:09:18.061  ;  60.03               ;  12.453             ;  0.58699             ;  0.44878            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:09:21.060  ;  60.03               ;  12.454             ;  0.58576             ;  0.44858            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:09:24.059  ;  60.03               ;  12.454             ;  0.58798             ;  0.44806            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:09:27.058  ;  60.03               ;  12.457             ;  0.58795             ;  0.44850            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:09:30.057  ;  60.02               ;  12.456             ;  0.58724             ;  0.44833            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:09:33.056  ;  60.02               ;  12.456             ;  0.58813             ;  0.44869            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:09:36.054  ;  60.02               ;  12.455             ;  0.58797             ;  0.44852            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:09:39.054  ;  60.02               ;  12.454             ;  0.58859             ;  0.44870            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:09:42.053  ;  60.02               ;  12.458             ;  0.58981             ;  0.45042            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:09:45.053  ;  60.02               ;  12.453             ;  0.58869             ;  0.44919            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:09:48.053  ;  60.02               ;  12.457             ;  0.58783             ;  0.44696            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:09:51.053  ;  60.01               ;  12.457             ;  0.58801             ;  0.44793            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:09:54.053  ;  60.00               ;  12.457             ;  0.58682             ;  0.44097            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:09:57.054  ;  60.00               ;  12.455             ;  0.58829             ;  0.43303            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:10:00.055  ;  60.00               ;  12.459             ;  0.58884             ;  0.43292            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:10:03.001  ;  59.99               ;  12.460             ;  0.58746             ;  0.43308            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:10:06.001  ;  59.99               ;  12.460             ;  0.58790             ;  0.43419            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:10:09.001  ;  59.99               ;  12.458             ;  0.58743             ;  0.43347            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:10:12.001  ;  59.99               ;  12.461             ;  0.58582             ;  0.43448            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:10:15.001  ;  60.00               ;  12.462             ;  0.58829             ;  0.43491            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:10:18.001  ;  60.00               ;  12.458             ;  0.58710             ;  0.43468            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:10:21.002  ;  59.99               ;  12.448             ;  0.58690             ;  0.43414            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:10:24.003  ;  59.99               ;  12.448             ;  0.58659             ;  0.43353            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:10:27.004  ;  59.99               ;  12.446             ;  0.58963             ;  0.43353            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:10:30.005  ;  59.99               ;  12.447             ;  0.58949             ;  0.43413            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:10:33.006  ;  59.98               ;  12.446             ;  0.58690             ;  0.43388            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:10:36.006  ;  59.98               ;  12.452             ;  0.58557             ;  0.43390            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:10:39.006  ;  59.98               ;  12.454             ;  0.58691             ;  0.43391            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:10:42.005  ;  59.99               ;  12.454             ;  0.58619             ;  0.43490            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:10:45.004  ;  60.00               ;  12.454             ;  0.58698             ;  0.43687            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:10:48.003  ;  60.00               ;  12.452             ;  0.58550             ;  0.43724            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:10:51.002  ;  60.00               ;  12.454             ;  0.58857             ;  0.43623            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:10:54.001  ;  60.02               ;  12.453             ;  0.58769             ;  0.43611            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:10:57.000  ;  60.02               ;  12.450             ;  0.58674             ;  0.43397            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:10:59.999  ;  60.02               ;  12.452             ;  0.58808             ;  0.43368            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:11:02.999  ;  60.02               ;  12.452             ;  0.58768             ;  0.43357            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:11:05.998  ;  60.02               ;  12.451             ;  0.58789             ;  0.43348            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:11:08.998  ;  60.02               ;  12.453             ;  0.58835             ;  0.43501            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:11:11.997  ;  60.01               ;  12.449             ;  0.58693             ;  0.43273            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:11:14.996  ;  60.01               ;  12.453             ;  0.58779             ;  0.43200            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:11:17.995  ;  60.01               ;  12.455             ;  0.58843             ;  0.43281            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:11:20.994  ;  60.01               ;  12.453             ;  0.58696             ;  0.43445            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:11:23.993  ;  60.02               ;  12.451             ;  0.58825             ;  0.43584            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:11:26.992  ;  60.02               ;  12.450             ;  0.58900             ;  0.43648            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:11:29.991  ;  60.02               ;  12.452             ;  0.58853             ;  0.43679            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:11:32.989  ;  60.02               ;  12.455             ;  0.58841             ;  0.43606            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:11:35.987  ;  60.02               ;  12.452             ;  0.58802             ;  0.43593            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:11:38.986  ;  60.02               ;  12.445             ;  0.58806             ;  0.43545            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:11:41.985  ;  60.03               ;  12.444             ;  0.59013             ;  0.43637            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:11:44.985  ;  60.03               ;  12.444             ;  0.58944             ;  0.43598            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:11:47.985  ;  60.03               ;  12.439             ;  0.59015             ;  0.43661            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:11:50.986  ;  60.02               ;  12.443             ;  0.59035             ;  0.43627            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:11:53.986  ;  60.00               ;  12.450             ;  0.58854             ;  0.43587            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:11:56.987  ;  60.00               ;  12.451             ;  0.58991             ;  0.43596            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:11:59.988  ;  60.00               ;  12.448             ;  0.58892             ;  0.43679            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:12:02.989  ;  59.98               ;  12.451             ;  0.58697             ;  0.43638            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:12:05.990  ;  59.98               ;  12.450             ;  0.58710             ;  0.43554            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:12:08.990  ;  59.98               ;  12.454             ;  0.58864             ;  0.43675            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:12:11.990  ;  59.99               ;  12.459             ;  0.58664             ;  0.43668            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:12:14.990  ;  59.99               ;  12.456             ;  0.58698             ;  0.43619            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:12:17.990  ;  59.99               ;  12.456             ;  0.58802             ;  0.43579            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:12:20.989  ;  59.99               ;  12.459             ;  0.58842             ;  0.43662            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:12:23.989  ;  60.00               ;  12.454             ;  0.58660             ;  0.43643            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:12:26.989  ;  60.00               ;  12.452             ;  0.58711             ;  0.43679            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:12:29.990  ;  60.00               ;  12.445             ;  0.58840             ;  0.43660            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:12:32.990  ;  60.00               ;  12.450             ;  0.58644             ;  0.43648            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:12:35.991  ;  60.00               ;  12.452             ;  0.58676             ;  0.43589            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:12:38.991  ;  60.00               ;  12.451             ;  0.58800             ;  0.43574            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:12:41.991  ;  59.99               ;  12.452             ;  0.58620             ;  0.43658            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:12:44.991  ;  59.99               ;  12.455             ;  0.58752             ;  0.43700            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:12:47.991  ;  59.99               ;  12.457             ;  0.58685             ;  0.43662            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:12:50.992  ;  59.99               ;  12.459             ;  0.58880             ;  0.43720            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:12:53.993  ;  59.99               ;  12.459             ;  0.58760             ;  0.43696            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:12:56.994  ;  59.99               ;  12.459             ;  0.58704             ;  0.43671            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:12:59.995  ;  59.99               ;  12.457             ;  0.58706             ;  0.43701            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:13:02.996  ;  59.98               ;  12.455             ;  0.58771             ;  0.43661            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:13:05.997  ;  59.98               ;  12.457             ;  0.58665             ;  0.43584            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:13:08.997  ;  59.98               ;  12.458             ;  0.58689             ;  0.43576            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:13:11.996  ;  59.98               ;  12.461             ;  0.58839             ;  0.43607            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:13:14.994  ;  59.99               ;  12.462             ;  0.58891             ;  0.43617            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:13:17.992  ;  59.99               ;  12.465             ;  0.58886             ;  0.43732            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:13:20.989  ;  60.00               ;  12.459             ;  0.59032             ;  0.43650            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:13:23.988  ;  60.04               ;  12.454             ;  0.58757             ;  0.43557            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:13:26.987  ;  60.04               ;  12.457             ;  0.58878             ;  0.43574            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:13:29.987  ;  60.04               ;  12.459             ;  0.58875             ;  0.43556            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:13:32.986  ;  60.02               ;  12.461             ;  0.59009             ;  0.43580            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:13:35.985  ;  60.02               ;  12.461             ;  0.58958             ;  0.43629            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:13:38.983  ;  60.02               ;  12.461             ;  0.58883             ;  0.43565            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:13:41.982  ;  60.02               ;  12.462             ;  0.58826             ;  0.44328            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:13:44.980  ;  60.02               ;  12.461             ;  0.58927             ;  0.44755            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:13:47.979  ;  60.02               ;  12.463             ;  0.58827             ;  0.44793            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:13:50.979  ;  60.02               ;  12.462             ;  0.58826             ;  0.44742            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:13:53.978  ;  60.02               ;  12.463             ;  0.58848             ;  0.44811            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:13:56.977  ;  60.02               ;  12.460             ;  0.58729             ;  0.44768            
;;  'E '  ;        ;  'G '  ;        ;        ;  2024-10-11  ;  20:13:59.976  ;  60.02               ;  12.460             ;  0.58652             ;  0.44746            
