"","Frecuencia","TVSec(V)","ISec(A)","Iprim(A)","TNucleoSup","TDevPrim","TDevSec","Tambiente","V_In","Estado"
"279",59.99,12.188,0.67663,0.22648,29.81,25.94,25.56,24.62,119.9,"Bueno"
"280",59.99,12.193,0.67561,0.22576,29.81,25.87,25.56,24.62,119.9,"Bueno"
"281",59.99,12.191,0.67578,0.22606,29.81,25.94,25.56,24.62,119.9,"Bueno"
"282",59.99,12.191,0.67647,0.22641,29.81,26,25.56,24.56,119.9,"Bueno"
"283",59.99,12.192,0.67776,0.2256,29.87,26,25.56,24.56,119.9,"Bueno"
"284",59.99,12.19,0.6765,0.22503,29.87,25.94,25.5,24.56,119.9,"Bueno"
"285",59.99,12.188,0.67652,0.22539,29.87,25.94,25.56,24.56,119.9,"Bueno"
"286",59.99,12.189,0.67563,0.227,29.87,25.94,25.56,24.56,119.9,"Bueno"
"287",59.99,12.191,0.67816,0.22678,29.87,25.94,25.56,24.56,119.9,"Bueno"
"288",59.98,12.193,0.67681,0.22811,29.94,25.94,25.56,24.56,119.9,"Bueno"
"289",59.98,12.191,0.67576,0.22722,29.87,25.94,25.56,24.56,119.9,"Bueno"
"290",59.98,12.192,0.676,0.22659,29.94,26,25.56,24.56,119.9,"Bueno"
"291",59.98,12.195,0.67688,0.22615,29.94,26,25.56,24.56,119.9,"Bueno"
"292",59.98,12.195,0.67926,0.22674,29.94,26,25.5,24.56,119.9,"Bueno"
"293",59.98,12.199,0.67735,0.22679,29.94,26,25.5,24.56,119.9,"Bueno"
"294",59.98,12.196,0.67811,0.22767,29.94,26,25.56,24.5,119.9,"Bueno"
"295",60,12.194,0.67852,0.22571,30,26.06,25.62,24.56,119.9,"Bueno"
"296",60,12.194,0.67819,0.22674,30,26,25.62,24.56,119.9,"Bueno"
"297",60,12.194,0.67735,0.22643,30.06,26,25.62,24.56,119.9,"Bueno"
"298",60.01,12.196,0.67789,0.22764,30.06,26.06,25.62,24.56,119.9,"Bueno"
"299",60.01,12.185,0.67735,0.22596,30.06,26.06,25.62,24.56,119.9,"Bueno"
"300",60.01,12.194,0.67741,0.22609,30.12,26.06,25.62,24.5,119.9,"Bueno"
"301",60.01,12.194,0.6786,0.22551,30.06,26.06,25.69,24.5,119.9,"Bueno"
"302",60.03,12.193,0.67624,0.22634,30.06,26.06,25.62,24.56,119.9,"Bueno"
"303",60.03,12.19,0.67836,0.22755,30.12,26.06,25.69,24.56,119.9,"Bueno"
"304",60.03,12.192,0.6772,0.22695,30.06,26.06,25.62,24.5,119.9,"Bueno"
"305",60.03,12.187,0.67765,0.22719,30.12,26.06,25.69,24.56,119.9,"Bueno"
"306",60.02,12.193,0.67765,0.22583,30.12,26.12,25.69,24.56,119.9,"Bueno"
"307",60.02,12.194,0.67936,0.22766,30.19,26.12,25.75,24.5,119.9,"Bueno"
"308",60.03,12.195,0.67879,0.22657,30.19,26.06,25.75,24.56,119.9,"Bueno"
"309",60.03,12.195,0.67845,0.22607,30.19,26.12,25.75,24.56,119.9,"Bueno"
"310",60.03,12.192,0.6781,0.22592,30.19,26.12,25.75,24.5,119.9,"Bueno"
"311",60.03,12.19,0.67857,0.22646,30.19,26.12,25.75,24.5,119.9,"Bueno"
"312",60.03,12.188,0.67981,0.22727,30.25,26.12,25.75,24.5,119.9,"Bueno"
"313",60.03,12.189,0.67942,0.22726,30.25,26.19,25.75,24.5,119.9,"Bueno"
"314",60.03,12.19,0.67947,0.2274,30.25,26.12,25.81,24.56,119.9,"Bueno"
"315",60.02,12.191,0.67957,0.2266,30.25,26.12,25.75,24.56,119.9,"Bueno"
"316",60.01,12.19,0.68143,0.22605,30.25,26.12,25.81,24.5,119.9,"Bueno"
"317",60.01,12.188,0.68096,0.22649,30.25,26.19,25.81,24.56,119.9,"Bueno"
"318",60.01,12.19,0.67948,0.22543,30.25,26.12,25.81,24.56,119.9,"Bueno"
"319",60.01,12.188,0.67989,0.22487,30.25,26.12,25.81,24.56,119.9,"Bueno"
"320",60.01,12.188,0.67818,0.22519,30.31,26.12,25.81,24.5,119.9,"Bueno"
"321",60.01,12.187,0.67651,0.2259,30.31,26.19,25.87,24.5,119.9,"Bueno"
"322",60.01,12.188,0.6772,0.2269,30.31,26.19,25.87,24.56,119.9,"Bueno"
"323",60.01,12.194,0.67748,0.22572,30.31,26.19,25.87,24.56,119.9,"Bueno"
"324",60.01,12.198,0.67757,0.22674,30.37,26.19,25.87,24.5,119.9,"Bueno"
"325",60.01,12.2,0.67792,0.22669,30.37,26.19,25.87,24.56,119.9,"Bueno"
"326",60.02,12.199,0.67846,0.22694,30.37,26.19,25.87,24.56,119.9,"Bueno"
"327",60.02,12.199,0.67941,0.22717,30.37,26.25,25.94,24.56,119.9,"Bueno"
"328",60.01,12.198,0.67938,0.22642,30.44,26.25,25.94,24.5,119.9,"Bueno"
"329",60.01,12.197,0.67972,0.22776,30.44,26.25,25.94,24.56,119.9,"Bueno"
"330",60.01,12.203,0.67919,0.2261,30.44,26.25,25.94,24.56,119.9,"Bueno"
"331",60.01,12.204,0.67947,0.22735,30.44,26.25,25.94,24.56,119.9,"Bueno"
"332",59.99,12.203,0.67946,0.22768,30.5,26.25,25.94,24.5,119.9,"Bueno"
"333",59.99,12.203,0.67804,0.2269,30.5,26.25,25.94,24.56,119.9,"Bueno"
"334",59.99,12.204,0.677,0.22705,30.5,26.31,25.94,24.5,119.9,"Bueno"
"335",59.98,12.203,0.67693,0.22765,30.5,26.31,26,24.56,119.9,"Bueno"
"336",59.98,12.201,0.67965,0.22715,30.5,26.31,25.94,24.56,119.9,"Bueno"
"337",59.98,12.201,0.67882,0.227,30.56,26.37,26,24.56,119.9,"Bueno"
"338",59.99,12.202,0.67755,0.22713,30.56,26.31,26,24.56,119.9,"Bueno"
"339",59.99,12.199,0.67872,0.2269,30.56,26.37,26,24.56,119.9,"Bueno"
"340",59.99,12.2,0.67884,0.22739,30.56,26.37,26.06,24.56,119.9,"Bueno"
"341",59.99,12.197,0.677,0.22723,30.56,26.31,26,24.56,119.9,"Bueno"
"342",60,12.201,0.67718,0.22656,30.62,26.31,26,24.56,119.9,"Bueno"
"343",60,12.205,0.67822,0.22703,30.62,26.37,26.06,24.56,119.9,"Bueno"
"344",60,12.203,0.67871,0.22752,30.62,26.44,26.06,24.5,119.9,"Bueno"
"345",59.99,12.205,0.67685,0.22895,30.62,26.37,26.06,24.56,119.9,"Bueno"
"346",59.99,12.203,0.67889,0.22808,30.69,26.37,26.06,24.5,119.9,"Bueno"
"347",59.99,12.203,0.67806,0.2263,30.69,26.37,26.06,24.5,119.9,"Bueno"
"348",59.99,12.198,0.67743,0.22771,30.69,26.44,26.12,24.5,119.9,"Bueno"
"349",59.98,12.202,0.67864,0.22707,30.69,26.44,26.12,24.5,119.9,"Bueno"
"350",59.98,12.201,0.67963,0.22733,30.69,26.44,26.12,24.5,119.9,"Bueno"
"351",59.98,12.202,0.6795,0.22752,30.69,26.44,26.12,24.56,119.9,"Bueno"
"352",59.98,12.202,0.67827,0.22804,30.75,26.44,26.12,24.56,119.9,"Bueno"
"353",59.98,12.202,0.6804,0.22829,30.75,26.44,26.12,24.5,119.9,"Bueno"
"354",59.98,12.202,0.6797,0.22862,30.75,26.44,26.19,24.56,119.9,"Bueno"
"355",59.98,12.2,0.67876,0.22721,30.75,26.5,26.12,24.5,119.9,"Bueno"
"356",59.98,12.204,0.6781,0.22704,30.81,26.44,26.19,24.5,119.9,"Bueno"
"357",59.98,12.202,0.67663,0.22768,30.81,26.5,26.19,24.5,119.9,"Bueno"
"358",59.98,12.203,0.67808,0.22771,30.81,26.44,26.19,24.5,119.9,"Bueno"
"359",59.98,12.201,0.6776,0.2263,30.81,26.5,26.19,24.56,119.9,"Bueno"
"360",59.98,12.201,0.67884,0.2277,30.81,26.44,26.19,24.5,119.9,"Bueno"
"361",59.98,12.202,0.679,0.226,30.87,26.44,26.19,24.5,119.9,"Bueno"
"362",59.98,12.2,0.67907,0.22741,30.87,26.5,26.25,24.5,119.9,"Bueno"
"363",59.98,12.203,0.67973,0.22627,30.87,26.5,26.19,24.56,119.9,"Bueno"
"364",59.98,12.202,0.68184,0.22809,30.87,26.5,26.25,24.5,119.9,"Bueno"
"365",59.99,12.203,0.68027,0.22719,30.87,26.5,26.25,24.5,119.9,"Bueno"
"366",59.99,12.204,0.67891,0.22781,30.94,26.5,26.25,24.5,119.9,"Bueno"
"367",59.99,12.198,0.67831,0.22673,30.87,26.5,26.25,24.5,119.9,"Bueno"
"368",59.99,12.202,0.67878,0.22553,30.94,26.56,26.25,24.56,119.9,"Bueno"
"369",59.99,12.198,0.68151,0.22729,30.94,26.5,26.25,24.56,119.9,"Bueno"
"370",59.99,12.197,0.68068,0.22712,30.94,26.56,26.31,24.5,119.9,"Bueno"
"371",59.99,12.195,0.68034,0.22682,31,26.56,26.31,24.56,119.9,"Bueno"
"372",60,12.19,0.67687,0.22608,30.94,26.62,26.31,24.5,119.9,"Bueno"
"373",60,12.19,0.67898,0.22594,31,26.56,26.31,24.5,119.9,"Bueno"
"374",60,12.185,0.67912,0.22725,30.94,26.62,26.31,24.5,119.9,"Bueno"
"375",59.99,12.186,0.67921,0.22627,31,26.56,26.31,24.56,119.9,"Bueno"
"376",59.98,12.187,0.6786,0.22521,31,26.56,26.31,24.5,119.9,"Bueno"
"377",59.98,12.187,0.67786,0.22662,31,26.62,26.31,24.5,119.9,"Bueno"
"378",59.98,12.187,0.68039,0.22657,31.06,26.62,26.31,24.56,119.9,"Bueno"
"379",59.97,12.189,0.67993,0.22654,31.06,26.62,26.37,24.5,119.9,"Bueno"
"380",59.97,12.192,0.67977,0.22647,31.06,26.62,26.37,24.5,119.9,"Bueno"
"381",59.97,12.192,0.68031,0.22665,31.06,26.62,26.37,24.56,119.9,"Bueno"
"382",59.97,12.192,0.67912,0.22546,31.06,26.62,26.37,24.5,119.9,"Bueno"
"383",59.97,12.193,0.6796,0.22502,31.12,26.62,26.37,24.5,119.9,"Bueno"
"384",59.97,12.192,0.68087,0.22558,31.06,26.62,26.37,24.5,119.9,"Bueno"
"385",59.97,12.191,0.68227,0.22487,31.06,26.62,26.37,24.56,119.9,"Bueno"
"386",59.98,12.195,0.68373,0.22488,31.06,26.62,26.37,24.5,119.9,"Bueno"
"387",59.98,12.199,0.68147,0.22445,31.06,26.56,26.37,24.5,119.9,"Bueno"
"388",59.98,12.199,0.68332,0.22662,31.06,26.56,26.37,24.5,119.9,"Bueno"
"389",59.99,12.186,0.68032,0.22641,31.06,26.56,26.37,24.5,119.9,"Bueno"
"390",59.99,12.192,0.68131,0.22382,31.06,26.62,26.37,24.56,119.9,"Bueno"
"391",59.99,12.193,0.68119,0.22615,31.12,26.56,26.37,24.5,119.9,"Bueno"
"392",60,12.186,0.68085,0.22561,31.12,26.62,26.44,24.5,119.9,"Bueno"
"393",60,12.189,0.67958,0.22593,31.12,26.62,26.44,24.5,119.9,"Bueno"
"394",60,12.19,0.67902,0.22569,31.12,26.62,26.44,24.5,119.9,"Bueno"
"395",60,12.188,0.682,0.2264,31.12,26.62,26.44,24.56,119.9,"Bueno"
"396",60,12.192,0.68196,0.22523,31.12,26.62,26.44,24.56,119.9,"Bueno"
"397",60,12.193,0.68416,0.22581,31.12,26.69,26.44,24.56,119.9,"Bueno"
"398",60,12.196,0.68196,0.2248,31.19,26.69,26.44,24.56,119.9,"Bueno"
"399",60.01,12.196,0.68299,0.22543,31.19,26.69,26.44,24.56,119.9,"Bueno"
"400",60.01,12.195,0.68389,0.2255,31.25,26.69,26.44,24.56,119.9,"Bueno"
"401",59.97,12.326,0.77771,0.26682,25.12,25,24.75,24.75,119.9,"Malo"
"402",59.97,12.328,0.77707,0.26616,25.12,24.94,24.75,24.75,119.9,"Malo"
"403",59.97,12.326,0.77746,0.26566,25.19,24.94,24.75,24.81,119.9,"Malo"
"404",59.97,12.327,0.77839,0.26546,25.12,24.94,24.81,24.75,119.9,"Malo"
"405",59.98,12.326,0.77661,0.26598,25.12,24.94,24.75,24.75,119.9,"Malo"
"406",59.98,12.326,0.77815,0.26635,25.19,24.94,24.75,24.75,119.9,"Malo"
"407",59.98,12.328,0.77873,0.26516,25.12,24.94,24.81,24.75,119.9,"Malo"
"408",59.98,12.328,0.77731,0.26583,25.19,24.94,24.75,24.75,119.9,"Malo"
"409",59.98,12.328,0.77845,0.26714,25.19,25,24.75,24.75,119.9,"Malo"
"410",59.98,12.329,0.77725,0.26481,25.19,24.94,24.75,24.75,119.9,"Malo"
"411",59.99,12.331,0.77773,0.26623,25.25,24.94,24.75,24.75,119.9,"Malo"
"412",59.99,12.33,0.77775,0.26791,25.25,25,24.75,24.75,119.9,"Malo"
"413",59.99,12.332,0.77865,0.26671,25.25,24.94,24.75,24.75,119.9,"Malo"
"414",60,12.327,0.77705,0.26624,25.25,24.94,24.75,24.75,119.9,"Malo"
"415",60,12.327,0.77734,0.26525,25.25,24.94,24.75,24.75,119.9,"Malo"
"416",60,12.326,0.77768,0.26648,25.25,24.94,24.75,24.75,119.9,"Malo"
"417",60,12.327,0.77694,0.26504,25.25,24.94,24.75,24.69,119.9,"Malo"
"418",60,12.331,0.7782,0.26597,25.31,24.94,24.75,24.69,119.9,"Malo"
"419",60,12.332,0.77763,0.26425,25.25,24.94,24.75,24.69,119.9,"Malo"
"420",60,12.338,0.77937,0.26407,25.31,24.94,24.75,24.69,119.9,"Malo"
"421",60.01,12.34,0.77763,0.26638,25.37,25,24.75,24.69,119.9,"Malo"
"422",60.01,12.338,0.77715,0.26578,25.37,24.94,24.75,24.75,119.9,"Malo"
"423",60.01,12.34,0.77783,0.26599,25.37,24.94,24.75,24.69,119.9,"Malo"
"424",60.02,12.339,0.77743,0.26544,25.37,24.94,24.75,24.75,119.9,"Malo"
"425",60.02,12.34,0.77788,0.26722,25.37,24.94,24.75,24.75,119.9,"Malo"
"426",60.02,12.339,0.77764,0.26578,25.44,24.94,24.75,24.75,119.9,"Malo"
"427",60.02,12.337,0.77849,0.26647,25.44,25,24.75,24.75,119.9,"Malo"
"428",60.02,12.343,0.77883,0.26694,25.44,25,24.75,24.75,119.9,"Malo"
"429",60.02,12.343,0.77874,0.26729,25.44,25,24.75,24.75,119.9,"Malo"
"430",60.02,12.341,0.77747,0.26743,25.5,24.94,24.75,24.69,119.9,"Malo"
"431",59.99,12.344,0.77946,0.26722,25.5,24.94,24.69,24.75,119.9,"Malo"
"432",59.99,12.344,0.77927,0.26589,25.5,24.94,24.75,24.69,119.9,"Malo"
"433",59.99,12.344,0.778,0.26558,25.5,25,24.75,24.69,119.9,"Malo"
"434",59.99,12.344,0.77765,0.26247,25.56,24.94,24.75,24.69,119.9,"Malo"
"435",60,12.346,0.77978,0.26176,25.56,24.94,24.75,24.69,119.9,"Malo"
"436",60,12.347,0.77922,0.26299,25.56,25,24.75,24.69,119.9,"Malo"
"437",60,12.344,0.77833,0.265,25.56,25,24.75,24.69,119.9,"Malo"
"438",60.01,12.346,0.77857,0.26576,25.62,24.94,24.81,24.69,119.9,"Malo"
"439",60.01,12.345,0.7793,0.26596,25.62,25,24.75,24.69,119.9,"Malo"
"440",60.01,12.344,0.78008,0.26537,25.62,25,24.81,24.69,119.9,"Malo"
"441",60.01,12.344,0.77907,0.26572,25.69,24.94,24.81,24.69,119.9,"Malo"
"442",60.01,12.344,0.77755,0.26574,25.69,25,24.81,24.69,119.9,"Malo"
"443",60.01,12.345,0.77791,0.26742,25.69,25,24.81,24.69,119.9,"Malo"
"444",60.01,12.346,0.77939,0.26624,25.75,25,24.81,24.69,119.9,"Malo"
"445",60.01,12.345,0.77864,0.26553,25.75,25,24.75,24.62,119.9,"Malo"
"446",60.01,12.344,0.77861,0.26675,25.75,25,24.81,24.69,119.9,"Malo"
"447",60.01,12.345,0.7789,0.26587,25.81,25,24.81,24.75,119.9,"Malo"
"448",60.02,12.346,0.77811,0.26531,25.81,25,24.81,24.69,119.9,"Malo"
"449",60.02,12.346,0.78083,0.26609,25.81,25,24.75,24.69,119.9,"Malo"
"450",60.02,12.348,0.77884,0.26552,25.87,25,24.81,24.69,119.9,"Malo"
"451",60.02,12.345,0.7784,0.26469,25.87,25,24.81,24.69,119.9,"Malo"
"452",60.02,12.344,0.77887,0.26405,25.94,25,24.81,24.75,119.9,"Malo"
"453",60.02,12.341,0.7792,0.26388,25.94,25,24.81,24.69,119.9,"Malo"
"454",60.01,12.342,0.77847,0.2638,25.94,25,24.81,24.69,119.9,"Malo"
"455",60.01,12.34,0.77897,0.26387,25.94,25,24.81,24.69,119.9,"Malo"
"456",60.01,12.338,0.77711,0.26532,25.94,25,24.81,24.69,119.9,"Malo"
"457",60,12.337,0.77709,0.26586,26,24.94,24.75,24.69,119.9,"Malo"
"458",59.99,12.339,0.77852,0.26553,26,25.06,24.81,24.69,119.9,"Malo"
"459",59.99,12.339,0.77806,0.26641,26.06,25.06,24.81,24.69,119.9,"Malo"
"460",59.99,12.341,0.77841,0.26517,26.06,25,24.81,24.62,119.9,"Malo"
"461",59.98,12.341,0.77768,0.26537,26.06,25,24.81,24.69,119.9,"Malo"
"462",59.98,12.339,0.77875,0.26572,26.06,25.06,24.81,24.69,119.9,"Malo"
"463",59.98,12.34,0.77895,0.266,26.12,25,24.81,24.62,119.9,"Malo"
"464",59.98,12.34,0.77883,0.26638,26.12,25,24.81,24.69,119.9,"Malo"
"465",59.98,12.339,0.77871,0.26567,26.12,25,24.81,24.69,119.9,"Malo"
"466",59.98,12.339,0.77942,0.26516,26.19,25.06,24.87,24.69,119.9,"Malo"
"467",59.98,12.34,0.7791,0.2646,26.19,25.06,24.81,24.69,119.9,"Malo"
"468",59.98,12.343,0.77957,0.26504,26.19,25.06,24.87,24.75,119.9,"Malo"
"469",59.98,12.346,0.77908,0.26622,26.25,25.06,24.87,24.69,119.9,"Malo"
"470",59.98,12.347,0.77893,0.26574,26.25,25.06,24.87,24.69,119.9,"Malo"
"471",60,12.344,0.77874,0.26509,26.25,25.06,24.81,24.75,119.9,"Malo"
"472",60.01,12.347,0.77833,0.26568,26.31,25.06,24.81,24.69,119.9,"Malo"
"473",60.01,12.345,0.77856,0.26643,26.37,25.06,24.81,24.69,119.9,"Malo"
"474",60.01,12.345,0.77776,0.26446,26.37,25.12,24.81,24.75,119.9,"Malo"
"475",60.02,12.342,0.77749,0.26508,26.37,25.06,24.87,24.69,119.9,"Malo"
"476",60.02,12.344,0.77778,0.26605,26.37,25.06,24.87,24.69,119.9,"Malo"
"477",60.02,12.345,0.77738,0.26708,26.44,25.06,24.81,24.69,119.9,"Malo"
"478",60.02,12.343,0.77788,0.26765,26.5,25.06,24.87,24.69,119.9,"Malo"
"479",60.02,12.343,0.77952,0.26604,26.5,25.06,24.87,24.69,119.9,"Malo"
"480",60.02,12.344,0.77689,0.26441,26.5,25.06,24.87,24.75,119.9,"Malo"
"481",60.02,12.341,0.77835,0.26775,26.5,25.06,24.87,24.69,119.9,"Malo"
"482",60.02,12.34,0.77747,0.26562,26.56,25.06,24.87,24.75,119.9,"Malo"
"483",60.02,12.339,0.7793,0.26637,26.56,25.06,24.87,24.75,119.9,"Malo"
"484",60.02,12.343,0.77893,0.26578,26.56,25.06,24.87,24.69,119.9,"Malo"
"485",60.01,12.338,0.77773,0.26449,26.56,25.12,24.87,24.81,119.9,"Malo"
"486",60.01,12.341,0.77984,0.26535,26.56,25.06,24.94,24.69,119.9,"Malo"
"487",60.01,12.339,0.77702,0.26469,26.62,25.06,24.87,24.69,119.9,"Malo"
"488",60,12.327,0.77771,0.2661,26.69,25.12,24.87,24.69,119.9,"Malo"
"489",60,12.33,0.77802,0.26498,26.69,25.12,24.94,24.75,119.9,"Malo"
"490",60,12.332,0.77736,0.26595,26.69,25.12,24.87,24.69,119.9,"Malo"
"491",60,12.326,0.77753,0.26545,26.69,25.12,24.87,24.75,119.9,"Malo"
"492",59.99,12.327,0.77749,0.26298,26.75,25.06,24.87,24.69,119.9,"Malo"
"493",59.99,12.327,0.77781,0.26582,26.75,25.12,24.94,24.75,119.9,"Malo"
"494",60,12.33,0.77684,0.26545,26.81,25.12,24.87,24.69,119.9,"Malo"
"495",60.01,12.328,0.77831,0.26471,26.81,25.12,24.87,24.69,119.9,"Malo"
"496",60.01,12.329,0.77711,0.26652,26.81,25.12,24.94,24.75,119.9,"Malo"
"497",60.01,12.329,0.77849,0.26436,26.87,25.12,24.87,24.69,119.9,"Malo"
"498",60.01,12.332,0.77657,0.26477,26.87,25.12,24.94,24.69,119.9,"Malo"
"499",60.01,12.333,0.77801,0.26547,26.87,25.12,24.87,24.69,119.9,"Malo"
"500",60.01,12.33,0.77634,0.26542,26.94,25.12,24.94,24.69,119.9,"Malo"
"501",60,12.329,0.77901,0.26571,26.94,25.19,24.94,24.75,119.9,"Malo"
"502",59.99,12.331,0.77861,0.26574,26.94,25.12,24.87,24.75,119.9,"Malo"
"503",59.99,12.329,0.77728,0.26469,27,25.12,24.94,24.75,119.9,"Malo"
"504",59.98,12.331,0.77722,0.26624,27,25.19,24.94,24.75,119.9,"Malo"
"505",59.97,12.327,0.77756,0.26416,27,25.19,24.94,24.75,119.9,"Malo"
"506",59.97,12.327,0.77778,0.2656,27.06,25.12,24.94,24.75,119.9,"Malo"
"507",59.97,12.33,0.77875,0.26419,27.12,25.12,24.94,24.69,119.9,"Malo"
"508",59.98,12.328,0.77677,0.26558,27.12,25.12,24.94,24.69,119.9,"Malo"
"509",59.98,12.328,0.77875,0.26558,27.19,25.12,24.94,24.69,119.9,"Malo"
"510",59.98,12.331,0.77712,0.26667,27.19,25.19,24.87,24.69,119.9,"Malo"
"511",59.99,12.329,0.77731,0.26595,27.19,25.19,24.87,24.69,119.9,"Malo"
"512",60,12.329,0.7761,0.2663,27.25,25.12,24.94,24.75,119.9,"Malo"
"513",60,12.327,0.77738,0.2661,27.25,25.19,24.87,24.69,119.9,"Malo"
"514",60.01,12.321,0.77739,0.26735,27.25,25.19,24.94,24.69,119.9,"Malo"
"515",60.02,12.327,0.776,0.26394,27.25,25.19,24.94,24.69,119.9,"Malo"
"516",60.02,12.33,0.7763,0.26495,27.31,25.19,24.94,24.69,119.9,"Malo"
"517",60.02,12.329,0.77726,0.266,27.31,25.19,24.94,24.69,119.9,"Malo"
"518",60.02,12.328,0.77664,0.26627,27.31,25.19,24.94,24.69,119.9,"Malo"
"519",60.02,12.325,0.77848,0.26558,27.31,25.19,24.94,24.69,119.9,"Malo"
"520",60.02,12.325,0.77672,0.26484,27.37,25.19,24.94,24.69,119.9,"Malo"
"521",60.01,12.326,0.77718,0.26473,27.37,25.19,24.94,24.69,119.9,"Malo"
"522",60.01,12.326,0.77652,0.26467,27.44,25.19,24.94,24.69,119.9,"Malo"
"523",60.01,12.325,0.77751,0.26401,27.44,25.12,24.94,24.69,119.9,"Malo"
"524",60.01,12.326,0.77716,0.26551,27.44,25.12,24.87,24.69,119.9,"Malo"
"525",60.01,12.327,0.77777,0.26501,27.5,25.19,24.94,24.69,119.9,"Malo"
"526",60.01,12.323,0.77585,0.26519,27.44,25.19,24.94,24.69,119.9,"Malo"
"527",60.01,12.327,0.77725,0.26451,27.5,25.19,24.94,24.62,119.9,"Malo"
"528",60.01,12.325,0.77736,0.26539,27.5,25.19,24.94,24.69,119.9,"Malo"
"529",60.01,12.323,0.77622,0.26612,27.56,25.19,24.94,24.69,119.9,"Malo"
"530",60.01,12.326,0.77653,0.26541,27.62,25.25,24.94,24.75,119.9,"Malo"
"531",60.01,12.323,0.77554,0.26683,27.56,25.25,24.94,24.69,119.9,"Malo"
"532",60.01,12.321,0.77669,0.26438,27.56,25.19,24.94,24.62,119.9,"Malo"
"533",60.01,12.323,0.77523,0.26671,27.62,25.19,24.94,24.69,119.9,"Malo"
"534",60,12.321,0.77598,0.26484,27.69,25.25,24.94,24.62,119.9,"Malo"
"535",59.99,12.323,0.77626,0.26526,27.62,25.19,24.94,24.62,119.9,"Malo"
"536",59.99,12.323,0.77576,0.26514,27.69,25.19,25,24.69,119.9,"Malo"
"537",59.99,12.323,0.77578,0.26512,27.69,25.19,25,24.62,119.9,"Malo"
"538",59.99,12.322,0.77689,0.26585,27.75,25.25,25,24.69,119.9,"Malo"
"539",59.99,12.321,0.77719,0.26452,27.75,25.25,25,24.62,119.9,"Malo"
"540",59.99,12.32,0.77601,0.26422,27.81,25.25,25,24.69,119.9,"Malo"
"541",59.99,12.319,0.77626,0.26512,27.81,25.25,25,24.69,119.9,"Malo"
"542",59.99,12.322,0.77586,0.26609,27.81,25.19,25,24.62,119.9,"Malo"
"543",59.99,12.318,0.77653,0.26347,27.81,25.25,25,24.69,119.9,"Malo"
"544",59.99,12.319,0.77615,0.2644,27.87,25.25,25,24.69,119.9,"Malo"
"545",59.99,12.311,0.77659,0.26323,27.87,25.25,25.06,24.69,119.9,"Malo"
"546",59.99,12.312,0.77545,0.26499,27.87,25.25,25,24.69,119.9,"Malo"
"547",59.99,12.315,0.77683,0.2641,27.94,25.19,25.06,24.69,119.9,"Malo"
"548",59.98,12.317,0.77579,0.26403,27.94,25.25,25.06,24.69,119.9,"Malo"
"549",59.98,12.315,0.77703,0.26397,28,25.25,25.06,24.69,119.9,"Malo"
"550",59.98,12.315,0.7758,0.26459,27.94,25.25,25.06,24.62,119.9,"Malo"
"551",59.99,12.315,0.77656,0.2644,28,25.25,25.06,24.69,119.9,"Malo"
"552",59.99,12.317,0.7761,0.26469,28,25.25,25.06,24.62,119.9,"Malo"
"553",59.99,12.316,0.77601,0.26593,28.06,25.25,25.06,24.69,119.9,"Malo"
"554",59.99,12.318,0.77535,0.26478,28.06,25.25,25.06,24.62,119.9,"Malo"
"555",60,12.315,0.77599,0.26495,28.06,25.31,25.06,24.69,119.9,"Malo"
"556",60,12.314,0.77662,0.26633,28.12,25.31,25.06,24.69,119.9,"Malo"
"557",60,12.313,0.77555,0.26406,28.12,25.31,25.06,24.69,119.9,"Malo"
"558",59.99,12.316,0.77551,0.26343,28.12,25.31,25.06,24.62,119.9,"Malo"
"559",59.99,12.315,0.77591,0.26528,28.19,25.31,25.12,24.62,119.9,"Malo"
"560",59.99,12.314,0.77473,0.26509,28.19,25.31,25.12,24.69,119.9,"Malo"
"561",59.99,12.312,0.77602,0.26521,28.19,25.31,25.12,24.69,119.9,"Malo"
"562",59.99,12.309,0.77516,0.26406,28.19,25.25,25.12,24.62,119.9,"Malo"
"563",59.99,12.306,0.77396,0.26498,28.25,25.25,25.12,24.69,119.9,"Malo"
"564",59.99,12.306,0.77353,0.26436,28.25,25.31,25.12,24.62,119.9,"Malo"
"565",59.98,12.308,0.77411,0.26392,28.25,25.31,25.12,24.62,119.9,"Malo"
"566",59.98,12.313,0.77619,0.26191,28.31,25.31,25.12,24.62,119.9,"Malo"
"567",59.98,12.316,0.77577,0.26298,28.31,25.31,25.12,24.62,119.9,"Malo"
"568",59.99,12.316,0.77626,0.26407,28.37,25.37,25.12,24.69,119.9,"Malo"
"569",59.99,12.317,0.77609,0.26344,28.37,25.37,25.19,24.62,119.9,"Malo"
"570",59.99,12.323,0.77527,0.26378,28.37,25.37,25.12,24.62,119.9,"Malo"
"571",60.01,12.324,0.77611,0.26422,28.44,25.37,25.19,24.62,119.9,"Malo"
"572",60.02,12.326,0.77439,0.26445,28.44,25.37,25.12,24.62,119.9,"Malo"
"573",60.02,12.328,0.77706,0.2654,28.5,25.37,25.19,24.69,119.9,"Malo"
"574",60.02,12.33,0.77571,0.2657,28.5,25.37,25.19,24.69,119.9,"Malo"
"575",60.02,12.32,0.77526,0.26512,28.5,25.37,25.19,24.62,119.9,"Malo"
"576",60.02,12.322,0.77639,0.26513,28.56,25.37,25.19,24.69,119.9,"Malo"
