"","Frecuencia","TVSec(V)","ISec(A)","Iprim(A)","TNucleoSup","TDevPrim","TDevSec","Tambiente","V_In","Estado"
"577",60.02,12.322,0.77526,0.26536,28.56,25.37,25.19,24.62,119.9,"Malo"
"578",60.01,12.32,0.77699,0.2653,28.56,25.44,25.19,24.62,119.9,"Malo"
"579",60.01,12.319,0.77711,0.2643,28.62,25.44,25.19,24.62,119.9,"Malo"
"580",60.01,12.324,0.77693,0.26616,28.56,25.31,25.19,24.62,119.9,"Malo"
"581",60,12.326,0.77591,0.26496,28.62,25.37,25.19,24.62,119.9,"Malo"
"582",59.99,12.324,0.77706,0.26695,28.62,25.44,25.19,24.62,119.9,"Malo"
"583",59.99,12.325,0.77769,0.26623,28.69,25.44,25.25,24.62,119.9,"Malo"
"584",59.99,12.323,0.77739,0.266,28.69,25.37,25.19,24.69,119.9,"Malo"
"585",59.99,12.321,0.77679,0.26492,28.69,25.44,25.25,24.69,119.9,"Malo"
"586",59.99,12.326,0.77602,0.26596,28.69,25.44,25.25,24.69,119.9,"Malo"
"587",59.99,12.323,0.77713,0.26465,28.75,25.44,25.25,24.69,119.9,"Malo"
"588",60.01,12.328,0.77569,0.26501,28.75,25.44,25.25,24.69,119.9,"Malo"
"589",60.01,12.327,0.77615,0.26473,28.81,25.5,25.31,24.69,119.9,"Malo"
"590",60.01,12.324,0.77507,0.26566,28.81,25.44,25.31,24.69,119.9,"Malo"
"591",60.03,12.324,0.77546,0.26484,28.81,25.5,25.25,24.69,119.9,"Malo"
"592",60.03,12.319,0.77458,0.26645,28.81,25.5,25.31,24.69,119.9,"Malo"
"593",60.03,12.318,0.77583,0.2658,28.87,25.5,25.31,24.69,119.9,"Malo"
"594",60.03,12.319,0.77526,0.26522,28.87,25.5,25.31,24.62,119.9,"Malo"
"595",60.03,12.319,0.77429,0.26405,28.87,25.5,25.31,24.69,119.9,"Malo"
"596",60.03,12.317,0.7748,0.26528,28.87,25.5,25.31,24.69,119.9,"Malo"
"597",60.03,12.317,0.77482,0.26521,28.94,25.56,25.31,24.69,119.9,"Malo"
"598",60.02,12.316,0.77649,0.26558,28.94,25.5,25.31,24.69,119.9,"Malo"
"599",60.02,12.311,0.77529,0.26566,28.94,25.44,25.31,24.75,119.9,"Malo"
"600",60.02,12.31,0.77543,0.26695,29,25.56,25.37,24.69,119.9,"Malo"
"601",60.01,12.312,0.77512,0.26435,29,25.5,25.37,24.75,119.9,"Malo"
"602",60,12.316,0.77525,0.26492,29.06,25.5,25.31,24.69,119.9,"Malo"
"603",60,12.314,0.77588,0.26674,29.12,25.5,25.37,24.75,119.9,"Malo"
"604",59.99,12.32,0.77763,0.2641,29.12,25.5,25.37,24.69,119.9,"Malo"
"605",59.97,12.32,0.77488,0.26653,29.12,25.5,25.37,24.69,119.9,"Malo"
"606",59.97,12.324,0.77555,0.26587,29.12,25.56,25.37,24.75,119.9,"Malo"
"607",59.97,12.325,0.77622,0.26556,29.19,25.56,25.37,24.75,119.9,"Malo"
"608",59.97,12.326,0.77727,0.26685,29.19,25.56,25.37,24.69,119.9,"Malo"
"609",59.97,12.327,0.777,0.26556,29.25,25.56,25.37,24.75,119.9,"Malo"
"610",59.97,12.327,0.77727,0.26675,29.19,25.56,25.37,24.69,119.9,"Malo"
"611",59.96,12.328,0.77657,0.26727,29.25,25.56,25.37,24.75,119.9,"Malo"
"612",59.96,12.328,0.77608,0.26599,29.25,25.56,25.44,24.75,119.9,"Malo"
"613",59.96,12.329,0.77607,0.26803,29.25,25.56,25.44,24.75,119.9,"Malo"
"614",59.96,12.326,0.77559,0.26628,29.25,25.56,25.44,24.75,119.9,"Malo"
"615",59.96,12.325,0.77579,0.26508,29.25,25.56,25.44,24.75,119.9,"Malo"
"616",59.96,12.326,0.77684,0.26659,29.31,25.62,25.44,24.75,119.9,"Malo"
"617",59.96,12.329,0.7768,0.26581,29.31,25.56,25.5,24.75,119.9,"Malo"
"618",59.96,12.326,0.77613,0.26525,29.37,25.56,25.5,24.75,119.9,"Malo"
"619",59.96,12.327,0.77474,0.26543,29.37,25.56,25.5,24.75,119.9,"Malo"
"620",59.96,12.326,0.77547,0.26586,29.37,25.5,25.5,24.75,119.9,"Malo"
"621",59.97,12.327,0.77517,0.26668,29.44,25.56,25.5,24.75,119.9,"Malo"
"622",59.97,12.326,0.7759,0.26634,29.44,25.56,25.5,24.75,119.9,"Malo"
"623",59.97,12.325,0.77396,0.26695,29.44,25.56,25.5,24.75,119.9,"Malo"
"624",59.97,12.328,0.77548,0.26791,29.44,25.5,25.5,24.75,119.9,"Malo"
"625",59.97,12.326,0.77409,0.26642,29.5,25.5,25.5,24.75,119.9,"Malo"
"626",59.97,12.326,0.7762,0.2665,29.5,25.5,25.5,24.81,119.9,"Malo"
"627",59.97,12.326,0.77573,0.26674,29.5,25.5,25.5,24.81,119.9,"Malo"
"628",59.97,12.329,0.77433,0.26549,29.56,25.44,25.56,24.81,119.9,"Malo"
"629",59.97,12.33,0.77438,0.26612,29.56,25.5,25.5,24.81,119.9,"Malo"
"630",59.97,12.33,0.77591,0.26714,29.56,25.5,25.5,24.81,119.9,"Malo"
"631",59.96,12.331,0.77617,0.26683,29.62,25.5,25.56,24.81,119.9,"Malo"
"632",59.96,12.331,0.77569,0.26681,29.62,25.44,25.5,24.81,119.9,"Malo"
"633",59.96,12.332,0.77522,0.26549,29.62,25.44,25.56,24.81,119.9,"Malo"
"634",59.97,12.331,0.77683,0.2677,29.69,25.5,25.56,24.87,119.9,"Malo"
"635",59.98,12.333,0.77747,0.26705,29.69,25.5,25.56,24.81,119.9,"Malo"
"636",59.98,12.334,0.77642,0.26638,29.69,25.44,25.56,24.81,119.9,"Malo"
"637",59.98,12.332,0.7752,0.26477,29.75,25.37,25.62,24.87,119.9,"Malo"
"638",59.98,12.335,0.77607,0.26744,29.75,25.44,25.62,24.81,119.9,"Malo"
"639",59.98,12.337,0.77553,0.26712,29.75,25.37,25.56,24.81,119.9,"Malo"
"640",59.98,12.338,0.77763,0.26717,29.75,25.37,25.62,24.81,119.9,"Malo"
"641",59.98,12.337,0.77439,0.26617,29.81,25.44,25.62,24.75,119.9,"Malo"
"642",59.98,12.34,0.77712,0.26753,29.81,25.44,25.62,24.81,119.9,"Malo"
"643",59.98,12.339,0.77622,0.26719,29.81,25.37,25.62,24.75,119.9,"Malo"
"644",59.99,12.342,0.7772,0.26929,29.87,25.44,25.62,24.81,119.9,"Malo"
"645",59.99,12.343,0.77764,0.26854,29.87,25.44,25.62,24.75,119.9,"Malo"
"646",59.99,12.344,0.77817,0.26808,29.94,25.37,25.62,24.75,119.9,"Malo"
"647",59.99,12.345,0.7765,0.26804,29.94,25.37,25.62,24.75,119.9,"Malo"
"648",60.01,12.344,0.77628,0.26805,29.94,25.37,25.62,24.81,119.9,"Malo"
"649",60.01,12.346,0.77671,0.26891,30,25.37,25.62,24.75,119.9,"Malo"
"650",60.01,12.346,0.77596,0.26815,30,25.37,25.62,24.81,119.9,"Malo"
"651",60.02,12.344,0.77598,0.26745,30,25.37,25.62,24.75,119.9,"Malo"
"652",60.02,12.342,0.77562,0.26879,30,25.31,25.62,24.75,119.9,"Malo"
"653",60.02,12.343,0.77467,0.26874,30.06,25.37,25.69,24.75,119.9,"Malo"
"654",60.01,12.344,0.77753,0.26758,30.06,25.37,25.62,24.75,119.9,"Malo"
"655",60,12.346,0.77703,0.26701,30.12,25.37,25.62,24.75,119.9,"Malo"
"656",60,12.342,0.77611,0.26876,30.12,25.31,25.62,24.75,119.9,"Malo"
"657",60,12.34,0.77697,0.26796,30.12,25.31,25.62,24.75,119.9,"Malo"
"658",59.98,12.34,0.77746,0.26743,30.12,25.37,25.62,24.69,119.9,"Malo"
"659",59.98,12.339,0.77516,0.26796,30.19,25.37,25.69,24.75,119.9,"Malo"
"660",59.98,12.343,0.77877,0.26912,30.19,25.37,25.62,24.69,119.9,"Malo"
"661",59.97,12.345,0.7774,0.2667,30.19,25.37,25.69,24.75,119.9,"Malo"
"662",59.97,12.348,0.77559,0.26956,30.25,25.37,25.69,24.69,119.9,"Malo"
"663",59.97,12.336,0.77611,0.26814,30.25,25.37,25.69,24.69,119.9,"Malo"
"664",59.99,12.345,0.77618,0.26754,30.25,25.31,25.69,24.69,119.9,"Malo"
"665",60.02,12.34,0.77597,0.26777,30.31,25.37,25.69,24.75,119.9,"Malo"
"666",60.02,12.337,0.77488,0.26858,30.31,25.37,25.69,24.75,119.9,"Malo"
"667",60.02,12.341,0.7764,0.26797,30.37,25.31,25.75,24.75,119.9,"Malo"
"668",60.02,12.338,0.77737,0.26879,30.37,25.31,25.75,24.75,119.9,"Malo"
"669",60.02,12.338,0.77612,0.26916,30.37,25.37,25.75,24.69,119.9,"Malo"
"670",60.02,12.34,0.77573,0.26874,30.37,25.31,25.75,24.69,119.9,"Malo"
"671",60.03,12.338,0.77406,0.26792,30.44,25.31,25.75,24.75,119.9,"Malo"
"672",60.03,12.34,0.77622,0.26787,30.44,25.37,25.81,24.69,119.9,"Malo"
"673",60.03,12.338,0.77588,0.26852,30.44,25.37,25.75,24.75,119.9,"Malo"
"674",60.03,12.339,0.77535,0.26956,30.5,25.31,25.75,24.69,119.9,"Malo"
"675",60.02,12.34,0.77483,0.26771,30.5,25.37,25.81,24.69,119.9,"Malo"
"676",60.02,12.34,0.77698,0.26895,30.5,25.31,25.75,24.69,119.9,"Malo"
"677",60.02,12.341,0.77689,0.26948,30.5,25.31,25.81,24.69,119.9,"Malo"
"678",60.02,12.339,0.77531,0.26946,30.5,25.37,25.81,24.75,119.8,"Malo"
"679",60.02,12.342,0.7758,0.26979,30.5,25.31,25.81,24.69,120,"Malo"
"680",60.02,12.34,0.77697,0.27087,30.56,25.31,25.81,24.69,120,"Malo"
"681",60.02,12.339,0.77732,0.26979,30.56,25.37,25.81,24.69,120,"Malo"
"682",60.02,12.338,0.7764,0.27049,30.56,25.31,25.81,24.69,120,"Malo"
"683",60.02,12.334,0.77569,0.26912,30.62,25.31,25.81,24.69,120.1,"Malo"
"684",60.01,12.338,0.77531,0.27029,30.62,25.37,25.81,24.69,120,"Malo"
"685",59.99,12.337,0.77677,0.26865,30.69,25.31,25.81,24.69,120.1,"Malo"
"686",59.99,12.338,0.77693,0.27087,30.69,25.31,25.81,24.69,120.1,"Malo"
"687",59.99,12.338,0.77736,0.27131,30.69,25.31,25.81,24.69,120,"Malo"
"688",59.98,12.339,0.77665,0.26979,30.75,25.31,25.81,24.69,120,"Malo"
"689",59.98,12.341,0.77686,0.26818,30.75,25.31,25.81,24.69,120,"Malo"
"690",59.98,12.338,0.77665,0.26958,30.75,25.37,25.87,24.69,120,"Malo"
"691",59.98,12.341,0.77647,0.26777,30.81,25.31,25.87,24.69,120,"Malo"
"692",59.98,12.343,0.77718,0.26944,30.75,25.31,25.87,24.62,120,"Malo"
"693",59.98,12.339,0.77568,0.26968,30.81,25.37,25.87,24.69,120,"Malo"
"694",59.98,12.34,0.7772,0.26926,30.81,25.31,25.87,24.69,120,"Malo"
"695",59.98,12.337,0.77613,0.26953,30.87,25.31,25.87,24.69,120,"Malo"
"696",59.98,12.337,0.77769,0.26762,30.87,25.31,25.87,24.69,120,"Malo"
"697",59.98,12.335,0.77815,0.26909,30.94,25.31,25.87,24.62,120,"Malo"
"698",59.97,12.336,0.7792,0.2685,31,25.31,25.87,24.69,120,"Malo"
"699",59.97,12.335,0.77758,0.26967,31,25.37,25.87,24.69,120,"Malo"
"700",59.97,12.337,0.77834,0.26908,31,25.31,25.87,24.69,120,"Malo"
"701",59.96,12.34,0.77873,0.26947,31.06,25.31,25.87,24.75,120,"Malo"
"702",59.96,12.339,0.77785,0.2673,31.06,25.31,25.94,24.75,120,"Malo"
"703",59.96,12.336,0.77727,0.26667,31.06,25.31,25.94,24.81,120,"Malo"
"704",59.96,12.334,0.77741,0.26769,31.06,25.37,25.94,24.75,120,"Malo"
"705",59.97,12.331,0.77692,0.26782,31.06,25.37,25.94,24.75,120,"Malo"
"706",59.97,12.334,0.77758,0.26769,31.12,25.37,25.94,24.75,120,"Malo"
"707",59.97,12.333,0.77735,0.26739,31.12,25.31,25.94,24.75,120,"Malo"
"708",59.98,12.335,0.77502,0.26808,31.12,25.37,25.94,24.75,120,"Malo"
"709",59.98,12.334,0.77704,0.26823,31.12,25.31,25.94,24.75,120,"Malo"
"710",59.98,12.337,0.77682,0.2671,31.19,25.37,25.94,24.75,120,"Malo"
"711",59.99,12.34,0.77681,0.26696,31.19,25.37,26,24.75,120,"Malo"
"712",59.99,12.341,0.7782,0.26775,31.19,25.31,25.94,24.69,120,"Malo"
"713",59.99,12.337,0.77781,0.26676,31.19,25.37,25.94,24.69,120,"Malo"
"714",60,12.338,0.77526,0.2684,31.25,25.37,26,24.75,120,"Malo"
"715",60.01,12.337,0.77678,0.26714,31.25,25.37,26,24.75,120,"Malo"
"716",60.01,12.34,0.77678,0.26824,31.25,25.37,26,24.75,120,"Malo"
"717",60.01,12.339,0.77856,0.26657,31.25,25.37,26,24.81,120,"Malo"
"718",60.03,12.341,0.77782,0.26731,31.25,25.44,26.06,24.94,120,"Malo"
"719",60.03,12.339,0.77544,0.26696,31.25,25.44,26.06,25,120,"Malo"
"720",60.03,12.337,0.77597,0.2667,31.31,25.37,26.06,25,120,"Malo"
"721",60.02,12.337,0.77669,0.26765,31.31,25.44,26.06,25,120,"Malo"
"722",60.02,12.335,0.77627,0.26852,31.37,25.44,26.06,25,120,"Malo"
"723",60.02,12.334,0.77665,0.26866,31.37,25.44,26.06,24.94,120,"Malo"
"724",60.02,12.336,0.77742,0.27005,31.44,25.44,26.06,25,120,"Malo"
"725",60.01,12.334,0.77564,0.26985,31.5,25.44,26.06,24.94,119.9,"Malo"
"726",60.01,12.336,0.77588,0.26907,31.44,25.44,26.06,24.94,119.9,"Malo"
"727",60.01,12.339,0.7761,0.26834,31.44,25.44,26.06,24.94,119.9,"Malo"
"728",60,12.34,0.77553,0.27049,31.5,25.44,26.12,24.94,119.9,"Malo"
"729",60,12.342,0.77537,0.26964,31.5,25.5,26.12,24.94,119.9,"Malo"
"730",60,12.335,0.77655,0.26805,31.5,25.56,26.12,24.94,119.9,"Malo"
"731",60,12.336,0.77708,0.2688,31.5,25.5,26.12,24.94,119.9,"Malo"
"732",60,12.336,0.77604,0.26978,31.56,25.62,26.12,24.94,119.9,"Malo"
"733",60,12.338,0.77597,0.27032,31.62,25.62,26.06,24.94,119.9,"Malo"
"734",60,12.342,0.77753,0.2707,31.62,25.62,26.12,24.94,119.8,"Malo"
"735",60.01,12.343,0.77747,0.27012,31.62,25.62,26.12,24.87,119.8,"Malo"
"736",60.01,12.341,0.77537,0.26968,31.69,25.69,26.12,24.94,119.8,"Malo"
"737",60.01,12.337,0.77606,0.26969,31.69,25.75,26.12,24.94,119.8,"Malo"
"738",60.03,12.335,0.77562,0.26961,31.75,25.75,26.12,24.94,119.8,"Malo"
"739",60.03,12.334,0.77543,0.26874,31.75,25.75,26.12,24.87,119.9,"Malo"
"740",60.03,12.333,0.7748,0.26994,31.81,25.75,26.12,24.94,119.8,"Malo"
"741",60.01,12.337,0.77517,0.26959,31.81,25.75,26.12,24.87,119.9,"Malo"
"742",60.01,12.337,0.77563,0.26977,31.81,25.81,26.12,24.87,119.8,"Malo"
"743",60.01,12.341,0.77603,0.26756,31.81,25.81,26.12,24.87,119.8,"Malo"
"744",60,12.341,0.77569,0.26954,31.81,25.81,26.19,24.87,119.8,"Malo"
"745",60,12.34,0.77674,0.26923,31.87,25.81,26.19,24.94,119.8,"Malo"
"746",60,12.339,0.77589,0.26899,31.87,25.81,26.19,24.87,119.8,"Malo"
"747",60,12.335,0.77656,0.2697,31.87,25.81,26.25,24.87,119.8,"Malo"
"748",59.99,12.333,0.77634,0.27063,31.94,25.87,26.19,24.81,119.8,"Malo"
"749",59.99,12.333,0.77619,0.2693,31.94,25.81,26.25,24.87,119.8,"Malo"
"750",59.99,12.336,0.77676,0.26909,31.94,25.87,26.25,24.87,119.8,"Malo"
"751",59.98,12.325,0.77596,0.26776,31.94,25.81,26.25,24.87,119.9,"Malo"
"752",59.98,12.333,0.77542,0.26878,32,25.87,26.19,24.94,119.9,"Malo"
"753",59.98,12.335,0.77608,0.26964,32,25.87,26.19,24.87,119.9,"Malo"
"754",59.98,12.333,0.77609,0.26942,32.06,25.94,26.25,24.87,119.8,"Malo"
"755",59.98,12.325,0.77498,0.26827,32.06,25.87,26.19,24.87,119.8,"Malo"
"756",59.98,12.326,0.77552,0.26696,32.06,25.94,26.25,24.81,119.8,"Malo"
"757",59.98,12.328,0.77486,0.26765,32.13,25.94,26.25,24.87,119.8,"Malo"
"758",59.98,12.329,0.77665,0.26837,32.13,25.94,26.25,24.87,119.8,"Malo"
"759",59.98,12.329,0.77708,0.26765,32.19,25.94,26.25,24.81,119.8,"Malo"
"760",59.98,12.329,0.77539,0.26781,32.19,25.94,26.25,24.81,119.9,"Malo"
"761",59.98,12.332,0.77617,0.26833,32.19,25.94,26.25,24.81,119.9,"Malo"
"762",59.98,12.334,0.77498,0.26763,32.19,25.94,26.25,24.81,119.9,"Malo"
"763",59.98,12.338,0.77442,0.26859,32.25,26,26.25,24.81,119.9,"Malo"
"764",59.98,12.337,0.77649,0.26767,32.25,26,26.25,24.81,119.8,"Malo"
"765",60,12.336,0.77564,0.26839,32.31,26,26.25,24.81,119.9,"Malo"
"766",60,12.332,0.77555,0.26779,32.31,26,26.31,24.81,119.8,"Malo"
"767",60,12.334,0.77498,0.26632,32.31,26,26.31,24.81,119.8,"Malo"
"768",60.01,12.334,0.77738,0.26706,32.31,26,26.31,24.81,119.8,"Malo"
"769",60.01,12.333,0.77413,0.26744,32.31,26.06,26.31,24.81,119.8,"Malo"
"770",60.01,12.334,0.77515,0.26869,32.31,26,26.31,24.81,119.8,"Malo"
"771",60.02,12.335,0.77614,0.26933,32.38,26.06,26.31,24.81,119.9,"Malo"
"772",60.02,12.334,0.77452,0.26895,32.38,26,26.31,24.81,119.9,"Malo"
"773",60.02,12.332,0.77601,0.26925,32.38,26.12,26.31,24.81,119.9,"Malo"
"774",60.02,12.335,0.77592,0.26818,32.44,26.12,26.31,24.81,119.9,"Malo"
"775",60.03,12.331,0.77412,0.2695,32.5,26.06,26.37,24.75,119.9,"Malo"
"776",60.03,12.332,0.77649,0.26819,32.5,26.12,26.31,24.75,119.9,"Malo"
"777",60.03,12.337,0.77522,0.26917,32.5,26.19,26.31,24.81,119.9,"Malo"
"778",60.01,12.338,0.77723,0.26983,32.56,26.19,26.31,24.81,119.9,"Malo"
"779",60.01,12.341,0.77716,0.27043,32.56,26.25,26.31,24.75,119.9,"Malo"
"780",60.01,12.346,0.77664,0.26987,32.56,26.25,26.37,24.81,119.9,"Malo"
"781",60.01,12.347,0.7774,0.26979,32.63,26.25,26.31,24.75,119.9,"Malo"
"782",60,12.346,0.77569,0.26964,32.63,26.25,26.37,24.75,119.9,"Malo"
"783",60,12.345,0.77722,0.27069,32.63,26.25,26.37,24.75,119.9,"Malo"
"784",60.01,12.346,0.77687,0.2696,32.69,26.25,26.37,24.75,119.9,"Malo"
"785",60.02,12.344,0.77578,0.27082,32.69,26.25,26.37,24.75,119.9,"Malo"
"786",60.02,12.344,0.77812,0.27013,32.69,26.25,26.37,24.75,119.8,"Malo"
"787",60.02,12.345,0.77693,0.27007,32.75,26.25,26.37,24.75,119.8,"Malo"
"788",60.02,12.34,0.77523,0.26964,32.75,26.25,26.37,24.75,119.8,"Malo"
"789",60.02,12.346,0.77717,0.27025,32.75,26.25,26.37,24.75,119.8,"Malo"
"790",60.02,12.345,0.77645,0.27091,32.75,26.31,26.37,24.75,119.8,"Malo"
"791",60.03,12.346,0.77637,0.26998,32.75,26.31,26.37,24.75,119.9,"Malo"
"792",60.03,12.345,0.77657,0.27041,32.81,26.31,26.37,24.75,119.9,"Malo"
"793",60.03,12.34,0.77601,0.27127,32.81,26.31,26.37,24.75,119.9,"Malo"
"794",60.03,12.348,0.77563,0.2699,32.81,26.37,26.37,24.69,119.9,"Malo"
"795",60.03,12.341,0.77793,0.26976,32.88,26.37,26.37,24.75,119.8,"Malo"
"796",60.03,12.342,0.77635,0.2711,32.88,26.37,26.37,24.75,119.9,"Malo"
"797",60.03,12.341,0.77563,0.26915,32.94,26.44,26.37,24.75,119.9,"Malo"
"798",60.04,12.339,0.77687,0.26877,32.94,26.44,26.37,24.75,119.8,"Malo"
